NO,目的派生検索,,NTL,名声,Pt,総名声,総Pt,Type,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
1666,ジェノザウラー,│├ジェノザウラー,-3,80,"21,000",160,"51,960",―,ゴドス,シールドライガー,ジェノザウラー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1612,ジェノブレイカー,││├ジェノブレイカー,-3,150,"38,410",310,"90,370",―,ゴドス,シールドライガー,ジェノザウラー,ジェノブレイカー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-3,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751,デススティンガー,│││├デススティンガー,-3,300,"210,000",610,"300,370",―,ゴドス,シールドライガー,ジェノザウラー,ジェノブレイカー,デススティンガー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-3,-3,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2057,デススティンガーZS,││││├デススティンガーZS,-3,50,"240,000",660,"540,370",―,ゴドス,シールドライガー,ジェノザウラー,ジェノブレイカー,デススティンガー,デススティンガーZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-3,-3,-3,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7308,ヒルツ仕様デススティンガー,││││└ヒルツ仕様デススティンガー,-4,70,"96,030",680,"396,400",―,ゴドス,シールドライガー,ジェノザウラー,ジェノブレイカー,デススティンガー,ヒルツ仕様デススティンガー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-3,-3,-3,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1893,ホエールキング,│││├ホエールキング,0,20,"90,000",330,"180,370",―,ゴドス,シールドライガー,ジェノザウラー,ジェノブレイカー,ホエールキング,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-3,-3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3121,ホバーカーゴ,││││└ホバーカーゴ,0,1,"78,000",331,"258,370",―,ゴドス,シールドライガー,ジェノザウラー,ジェノブレイカー,ホエールキング,ホバーカーゴ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-3,-3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2281,バーサークフューラー,│││├バーサークフューラー,-5,150,"38,430",460,"128,800",―,ゴドス,シールドライガー,ジェノザウラー,ジェノブレイカー,バーサークフューラー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-3,-3,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496,バスターフューラー,││││└バスターフューラー,-5,70,"39,030",530,"167,830",―,ゴドス,シールドライガー,ジェノザウラー,ジェノブレイカー,バーサークフューラー,バスターフューラー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-3,-3,-5,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4969,レイヴン仕様ジェノブレイカー,│││├レイヴン仕様ジェノブレイカー,-3,1,"38,410",311,"128,780",―,ゴドス,シールドライガー,ジェノザウラー,ジェノブレイカー,レイヴン仕様ジェノブレイカー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-3,-3,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4969,レイヴン仕様ジェノブレイカー,││││└レイヴン仕様ジェノブレイカー,-3,1,"38,410",312,"167,190",―,ゴドス,シールドライガー,ジェノザウラー,ジェノブレイカー,レイヴン仕様ジェノブレイカー,レイヴン仕様ジェノブレイカー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-3,-3,-3,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8081,ジェノシザース,│││├ジェノシザース,-3,150,"38,410",460,"128,780",―,ゴドス,シールドライガー,ジェノザウラー,ジェノブレイカー,ジェノシザース,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-3,-3,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2242,デスザウラー,│││└デスザウラー,-5,350,"126,010",660,"216,380",―,ゴドス,シールドライガー,ジェノザウラー,ジェノブレイカー,デスザウラー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-3,-3,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7169,ギルベイダー,│││　└ギルベイダー,-7,500,"300,000","1,160","516,380",―,ゴドス,シールドライガー,ジェノザウラー,ジェノブレイカー,デスザウラー,ギルベイダー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-3,-3,-5,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4412,サイコ・ジェノザウラー,││├サイコ・ジェノザウラー,-3,40,"25,500",200,"77,460",―,ゴドス,シールドライガー,ジェノザウラー,サイコ・ジェノザウラー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-3,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6280,シュトゥルムテュラン,││├シュトゥルムテュラン,-5,50,"38,190",210,"90,150",―,ゴドス,シールドライガー,ジェノザウラー,シュトゥルムテュラン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-3,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2322,ブラキオトータス,││├ブラキオトータス,0,100,"30,000",260,"81,960",―,ゴドス,シールドライガー,ジェノザウラー,ブラキオトータス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2321,セイスモサウルス,││└セイスモサウルス,0,100,"48,000",260,"99,960",―,ゴドス,シールドライガー,ジェノザウラー,セイスモサウルス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2323,アルティメットセイスモ,││　└アルティメットセイスモ,0,150,"60,000",410,"159,960",―,ゴドス,シールドライガー,ジェノザウラー,セイスモサウルス,アルティメットセイスモ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3136,セイバータイガー,│├セイバータイガー,0,60,"20,700",140,"51,660",―,ゴドス,シールドライガー,セイバータイガー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3137,グレートサーベル,││├グレートサーベル,0,20,"30,000",160,"81,660",―,ゴドス,シールドライガー,セイバータイガー,グレートサーベル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3235,レイヴン仕様セイバータイガー,││├レイヴン仕様セイバータイガー,0,5,"20,700",145,"72,360",―,ゴドス,シールドライガー,セイバータイガー,レイヴン仕様セイバータイガー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5125,シュバルツ仕様セイバータイガー,││├シュバルツ仕様セイバータイガー,0,5,"24,000",145,"75,660",―,ゴドス,シールドライガー,セイバータイガー,シュバルツ仕様セイバータイガー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8129,セイバータイガーゴールド,││└セイバータイガーゴールド,0,90,"22,700",230,"74,360",―,ゴドス,シールドライガー,セイバータイガー,セイバータイガーゴールド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8143,デザート仕様シールドライガー,│├デザート仕様シールドライガー,0,50,"24,030",130,"54,990",―,ゴドス,シールドライガー,デザート仕様シールドライガー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2992,シールドライガーMk-II,│├シールドライガーMk-II,0,40,"37,800",120,"68,760",―,ゴドス,シールドライガー,シールドライガーMk-II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2993,シールドライガーDCS-J,││└シールドライガーDCS-J,0,10,"37,800",130,"106,560",―,ゴドス,シールドライガー,シールドライガーMk-II,シールドライガーDCS-J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3236,コマンダー仕様シールドライガー,│├コマンダー仕様シールドライガー,0,50,"36,900",130,"67,860",―,ゴドス,シールドライガー,コマンダー仕様シールドライガー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7970,ビーストライガー禍鎧,│├ビーストライガー禍鎧,0,20,"9,600",100,"40,560",―,ゴドス,シールドライガー,ビーストライガー禍鎧,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8181,ワイルドライガー,│├ワイルドライガー,0,20,"9,600",100,"40,560",―,ゴドス,シールドライガー,ワイルドライガー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8182,紅蓮仕様ワイルドライガー,││├紅蓮仕様ワイルドライガー,0,20,"11,600",120,"52,160",―,ゴドス,シールドライガー,ワイルドライガー,紅蓮仕様ワイルドライガー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8300,ワイルドライガー黒王号,││└ワイルドライガー黒王号,0,20,"9,600",120,"50,160",―,ゴドス,シールドライガー,ワイルドライガー,ワイルドライガー黒王号,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519,ウルトラマグナス,│└ウルトラマグナス,-5,10,"43,200",90,"74,160",―,ゴドス,シールドライガー,ウルトラマグナス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3143,ホットロディマス,│　├ホットロディマス,-5,5,"30,420",95,"104,580",―,ゴドス,シールドライガー,ウルトラマグナス,ホットロディマス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-5,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751,メガトロン,│　├メガトロン,-5,20,"56,100",110,"130,260",―,ゴドス,シールドライガー,ウルトラマグナス,メガトロン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-5,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3206,ガルバトロン,│　│└ガルバトロン,-5,50,"62,100",160,"192,360",―,ゴドス,シールドライガー,ウルトラマグナス,メガトロン,ガルバトロン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-5,-5,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3144,スタースクリーム,│　├スタースクリーム,-5,5,"31,500",95,"105,660",―,ゴドス,シールドライガー,ウルトラマグナス,スタースクリーム,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-5,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520,コンボイ,│　└コンボイ,-5,20,"54,000",110,"128,160",―,ゴドス,シールドライガー,ウルトラマグナス,コンボイ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-5,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6852,ネメシスプライム,│　　├ネメシスプライム,-5,100,"54,000",210,"182,160",―,ゴドス,シールドライガー,ウルトラマグナス,コンボイ,ネメシスプライム,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-5,-5,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6847,ビクトリーレオ,│　　├ビクトリーレオ,-5,250,"56,400",360,"184,560",―,ゴドス,シールドライガー,ウルトラマグナス,コンボイ,ビクトリーレオ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-5,-5,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6848,スターセイバー,│　　└スターセイバー,-5,250,"60,000",360,"188,160",―,ゴドス,シールドライガー,ウルトラマグナス,コンボイ,スターセイバー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-5,-5,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6069,バンブリアングランド,├バンブリアングランド,0,150,"18,300",160,"25,230",―,ゴドス,バンブリアングランド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6473,旧共和国仕様ゴドス,├旧共和国仕様ゴドス,0,10,"6,930",20,"13,860",―,ゴドス,旧共和国仕様ゴドス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1715,キラードーム,├キラードーム,0,10,"4,650",20,"11,580",―,ゴドス,キラードーム,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1716,キラードームマキシ,│├キラードームマキシ,0,30,"5,550",50,"17,130",―,ゴドス,キラードーム,キラードームマキシ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,モルガ,│└モルガ,0,2,"1,500",22,"13,080",―,ゴドス,キラードーム,モルガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758,モルガロクロウスペシャル,│　├モルガロクロウスペシャル,0,10,"2,400",32,"15,480",―,ゴドス,キラードーム,モルガ,モルガロクロウスペシャル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3285,モルガキャノリー,│　│└モルガキャノリー,0,1,"5,400",33,"20,880",―,ゴドス,キラードーム,モルガ,モルガロクロウスペシャル,モルガキャノリー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6898,グソック,│　├グソック,-1,10,"1,500",32,"14,580",―,ゴドス,キラードーム,モルガ,グソック,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8543,スパイダーマン仕様スパイデス,│　│└スパイダーマン仕様スパイデス,-1,10,"1,900",42,"16,480",―,ゴドス,キラードーム,モルガ,グソック,スパイダーマン仕様スパイデス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8544,ブラックスパイダーマン仕様スパイデス,│　│　└ブラックスパイダーマン仕様スパイデス,-1,10,"1,900",52,"18,380",―,ゴドス,キラードーム,モルガ,グソック,スパイダーマン仕様スパイデス,ブラックスパイダーマン仕様スパイデス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8625,シーパンツァー,│　├シーパンツァー,0,50,"6,000",72,"19,080",―,ゴドス,キラードーム,モルガ,シーパンツァー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3488,カノントータス,│　└カノントータス,0,20,"7,680",42,"20,760",―,ゴドス,キラードーム,モルガ,カノントータス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3494,バスタートータス,│　　└バスタートータス,0,10,"19,800",52,"40,560",―,ゴドス,キラードーム,モルガ,カノントータス,バスタートータス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720,サビンガ,├サビンガ,0,50,"4,500",60,"11,430",―,ゴドス,サビンガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721,ワイツウルフ,│└ワイツウルフ,0,200,"16,800",260,"28,230",―,ゴドス,サビンガ,ワイツウルフ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1722,ワイツタイガー,│　└ワイツタイガー,0,250,"54,000",510,"82,230",―,ゴドス,サビンガ,ワイツウルフ,ワイツタイガー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3134,コマンドウルフ,├コマンドウルフ,0,30,"12,030",40,"18,960",―,ゴドス,コマンドウルフ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7229,ケーニッヒウルフ,│├ケーニッヒウルフ,0,80,"15,030",120,"33,990",―,ゴドス,コマンドウルフ,ケーニッヒウルフ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7230,HA仕様ケーニッヒウルフ,││└HA仕様ケーニッヒウルフ,0,70,"16,530",190,"50,520",―,ゴドス,コマンドウルフ,ケーニッヒウルフ,HA仕様ケーニッヒウルフ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3135,ゼネバス仕様コマンドウルフLC,│├ゼネバス仕様コマンドウルフLC,0,70,"12,030",110,"30,990",―,ゴドス,コマンドウルフ,ゼネバス仕様コマンドウルフLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664,アーバイン仕様コマンドウルフ,│├アーバイン仕様コマンドウルフ,0,70,"12,150",110,"31,110",―,ゴドス,コマンドウルフ,アーバイン仕様コマンドウルフ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4725,ライトニングサイクス,││└ライトニングサイクス,0,80,"19,200",190,"50,310",―,ゴドス,コマンドウルフ,アーバイン仕様コマンドウルフ,ライトニングサイクス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1665,アーバイン仕様ライトニングサイクス,││　├アーバイン仕様ライトニングサイクス,0,120,"21,000",310,"71,310",―,ゴドス,コマンドウルフ,アーバイン仕様コマンドウルフ,ライトニングサイクス,アーバイン仕様ライトニングサイクス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1712,レッドホーン,││　└レッドホーン,0,35,"24,030",225,"74,340",―,ゴドス,コマンドウルフ,アーバイン仕様コマンドウルフ,ライトニングサイクス,レッドホーン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1713,ダークホーン,││　　└ダークホーン,0,70,"26,400",295,"100,740",―,ゴドス,コマンドウルフ,アーバイン仕様コマンドウルフ,ライトニングサイクス,レッドホーン,ダークホーン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1714,ディバイソン,││　　　├ディバイソン,0,70,"18,000",365,"118,740",―,ゴドス,コマンドウルフ,アーバイン仕様コマンドウルフ,ライトニングサイクス,レッドホーン,ダークホーン,ディバイソン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4652,トーマ仕様ディバイソン,││　　　│└トーマ仕様ディバイソン,0,110,"30,000",475,"148,740",―,ゴドス,コマンドウルフ,アーバイン仕様コマンドウルフ,ライトニングサイクス,レッドホーン,ダークホーン,ディバイソン,トーマ仕様ディバイソン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7292,グリーンホーンAB,││　　　├グリーンホーンAB,0,70,"26,400",365,"127,140",―,ゴドス,コマンドウルフ,アーバイン仕様コマンドウルフ,ライトニングサイクス,レッドホーン,ダークホーン,グリーンホーンAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8108,ダークホーンHS,││　　　└ダークホーンHS,0,80,"28,400",375,"129,140",―,ゴドス,コマンドウルフ,アーバイン仕様コマンドウルフ,ライトニングサイクス,レッドホーン,ダークホーン,ダークホーンHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1663,コマンドウルフAC,│├コマンドウルフAC,0,30,"15,030",70,"33,990",―,ゴドス,コマンドウルフ,コマンドウルフAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2240,アイアンコング,││├アイアンコング,0,90,"27,630",160,"61,620",―,ゴドス,コマンドウルフ,コマンドウルフAC,アイアンコング,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2241,デッドリーコング,│││├デッドリーコング,0,50,"58,800",210,"120,420",―,ゴドス,コマンドウルフ,コマンドウルフAC,アイアンコング,デッドリーコング,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2282,アイアンコングPK,│││├アイアンコングPK,-3,50,"30,630",210,"92,250",―,ゴドス,コマンドウルフ,コマンドウルフAC,アイアンコング,アイアンコングPK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6565,アイアンコングイエティ,│││├アイアンコングイエティ,0,50,"30,330",210,"91,950",―,ゴドス,コマンドウルフ,コマンドウルフAC,アイアンコング,アイアンコングイエティ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
