No,機体名,HP,装甲,運動,索敵,EN,重量,直感,操縦,近,中,遠,NT,コスト,名声,POINT,地上,水中,宇宙,空中,種類1,種類1',種類2,種類2',種類3,種類3',種類4,種類4',種類5,種類5',種類6,種類6',|,特殊能力1,特殊能力2,特殊能力3,特殊能力4,特殊能力5,特殊能力6,特殊能力7,特殊能力8,特殊能力9,①派生元,①隠し武装,①属性,①威力,①弾数,①EN,"①射程
from","①射程
to",①HIT,①特殊効果,②派生元,②隠し武装,②属性,②威力,②弾数,②EN,"②射程
from","②射程
to",②HIT,②特殊効果,③派生元,③隠し武装,③属性,③威力,③弾数,③EN,"③射程
from","③射程
to",③HIT,③特殊効果,④派生元,④隠し武装,④属性,④威力,④弾数,④EN,"④射程
from","④射程
to",④HIT,④特殊効果,,,,,,,,,,
8191,秋の私服仕様秋雲,160,19,45,19,500,119,50,120,45,120,70,0,19,50,19530,0,3,-9,-5,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8192,秋冬制服仕様山雲,160,19,43,19,519,118,50,120,45,115,35,0,19,50,19530,0,3,-9,-5,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8193,晩秋の私服仕様狭霧,150,19,40,19,500,118,50,135,60,100,30,0,17,50,19530,0,3,-9,-5,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8194,売り子仕様風雲,160,19,47,19,500,119,50,125,50,135,65,0,18,50,37530,0,3,-9,-5,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8195,節分仕様如月,130,18,37,17,450,102,30,90,35,80,50,0,14,50,18030,0,3,-9,-5,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8196,節分仕様朝霜,160,19,47,19,500,119,50,120,45,175,80,0,18,50,37530,0,3,-9,-5,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8197,年末年始仕様対馬,90,16,41,13,800,77,20,0,35,180,35,0,25,50,12030,0,3,-9,-3,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8198,晴れ着仕様対馬,90,16,41,13,800,77,20,0,35,180,35,0,25,50,12030,0,3,-9,-3,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8199,クリスマス仕様佐渡,90,16,39,15,800,77,20,0,35,175,35,0,25,1,12030,0,3,-9,-3,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8200,節分仕様佐渡,90,16,39,15,800,77,20,0,35,175,35,0,25,1,12030,0,3,-9,-3,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8201,アンサング,460,38,92,68,440,13,200,350,300,320,200,0,49,130,31500,4,-6,0,0,4,その他,n,スパロボ,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8202,ドラム,130,21,17,43,1100,95,10,350,0,0,330,0,37,50,18030,0,6,-9,-5,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8203,平安丸,360,18,14,30,1870,163,50,0,10,0,60,0,78,50,24030,0,3,-9,-3,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8204,平安丸改,390,34,16,39,1870,163,50,0,10,0,60,0,78,50,24030,0,3,-9,-3,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8205,クリスマス仕様狭霧,150,19,40,19,500,118,50,135,60,100,30,0,17,50,19530,0,3,-9,-5,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8206,晴れ着仕様リシュリュー,850,90,36,50,850,247,320,0,110,0,110,0,60,50,127530,0,3,-9,-3,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8207,八周年仕様朧,150,19,41,19,500,118,50,135,60,100,50,0,17,50,19530,0,3,-9,-5,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8208,八周年仕様漣,150,19,41,19,500,118,50,135,60,100,50,0,17,50,19530,0,3,-6,-5,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8209,バレンタイン仕様潮,150,19,41,19,500,118,50,135,60,100,50,0,17,50,19530,0,3,-9,-5,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8210,八周年仕様潮,150,19,41,19,500,118,50,135,60,100,50,0,17,50,19530,0,3,-9,-5,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8211,八周年仕様潮改二,330,58,65,48,500,118,50,175,120,280,160,0,30,50,19530,0,3,-9,-5,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8212,クリスマス仕様ライガ様,539,80,31,55,550,16,400,400,400,400,400,0,49,150,30000,2,-2,-5,-5,4,その他,n,スパロボ,f,人系,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8213,ナースライガ様,439,70,32,55,550,16,400,400,400,400,400,0,44,150,30000,2,-2,-5,-5,4,その他,n,スパロボ,f,人系,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8214,グレートライガ様,450,64,32,55,550,16,400,400,400,400,400,0,44,150,30000,2,-2,-5,-5,4,その他,n,スパロボ,f,人系,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8215,制服仕様ライガ様,463,87,32,55,550,16,400,400,400,400,400,0,46,150,30000,2,-2,-5,-5,4,その他,n,スパロボ,f,人系,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8216,浴衣仕様ライガ様,646,60,30,55,550,16,400,400,400,400,400,0,51,150,30000,2,-2,-5,-5,4,その他,n,スパロボ,f,人系,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8217,ライガ様CE,464,77,36,55,550,16,400,400,400,400,400,0,49,150,30000,2,-2,-5,-5,4,その他,n,スパロボ,f,人系,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8218,お花見仕様迅鯨,320,28,13,38,1040,125,60,0,120,0,110,0,42,50,24030,0,3,-9,-3,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8219,お花見仕様迅鯨改,380,34,15,44,1040,125,80,0,140,0,160,0,45,50,24030,0,3,-9,-3,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8220,バレンタイン仕様神風,120,17,39,18,640,102,25,60,25,100,150,0,21,50,18030,0,3,-9,-3,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8221,八周年仕様曙,150,19,41,19,500,118,50,135,60,100,50,0,17,50,19530,0,3,-6,-5,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8222,八周年仕様曙改二,310,54,62,46,500,118,50,125,110,150,90,0,29,50,21030,0,3,-9,-5,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8223,花束仕様曙改二,310,54,62,46,500,118,50,125,110,150,90,0,29,50,21030,0,3,-9,-5,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8224,バレンタイン仕様球磨,250,29,36,39,500,162,70,120,65,45,50,0,23,50,30030,0,3,-5,-4,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8225,お祝い仕様八丈,90,16,42,13,800,78,50,0,70,310,400,0,25,50,12030,0,3,-9,-3,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8226,お出掛け仕様天津風,180,25,48,19,500,118,50,140,110,130,90,0,19,50,24030,0,3,-9,-3,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8227,花束仕様風雲改二,330,53,48,45,500,119,90,150,100,145,100,0,28,50,21030,0,3,-9,-5,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8228,レイヴェンラプター,360,37,92,65,280,9,220,250,250,60,80,0,36,60,12230,5,-4,-4,-5,4,その他,l,ゾイドシリーズ,n,スパロボ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8229,アムロ専用ディジェDC,400,48,98,60,447,18,160,180,0,0,0,0,43,40,20910,2,-5,-5,0,1,MS系,0,エウーゴ・カラバ,I,機動戦士Zガンダム,e,専用機,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8230,春の花束C仕様長波,160,19,47,19,500,119,50,120,45,135,65,0,19,50,19530,0,3,-5,-5,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8231,春の花束C仕様長波改二,330,53,48,44,500,119,90,150,100,150,150,0,28,50,19530,0,3,-9,-5,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8232,梅雨仕様水無月,130,18,37,17,450,102,30,90,35,85,65,0,14,50,18030,0,3,-9,-5,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8233,梅雨仕様宗谷,220,35,27,12,500,82,10,0,80,80,550,0,17,50,19530,0,3,-9,-5,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8234,梅雨灯台補給船仕様宗谷,230,40,26,18,500,82,0,0,0,0,650,0,20,50,15030,0,3,-9,-5,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8235,梅雨南極観測船仕様宗谷,260,62,27,32,500,82,0,0,0,0,770,0,24,50,18030,0,3,-9,-5,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8236,花束仕様海風改二,310,51,49,51,400,118,150,380,190,280,200,0,14,50,21030,0,3,-9,-5,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8237,花束仕様沖波改二,330,53,48,44,500,119,90,150,90,145,110,0,28,50,21030,0,3,-9,-5,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8238,私服仕様伊203,120,16,40,38,580,79,10,200,0,0,230,0,19,50,18030,0,6,-9,-5,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8239,初音ミク,390,39,39,39,390,39,39,39,39,39,39,-5,39,39,523800,0,0,0,0,4,その他,n,スパロボ,f,人系,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8240,モエコレPULS仕様初音ミク,390,39,39,39,390,39,39,39,39,39,39,-5,39,39,680000,0,0,0,0,4,その他,n,スパロボ,f,人系,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8241,ねんどろいど仕様初音ミク,390,39,39,39,390,39,39,39,39,39,39,-5,39,39,285700,0,0,0,0,4,その他,n,スパロボ,f,人系,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8242,はちゅねミク,390,39,39,39,390,39,39,39,39,39,39,-5,39,39,285700,0,0,0,0,4,その他,n,スパロボ,f,人系,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8243,EXF仕様初音ミク,390,39,39,39,390,39,39,39,39,39,39,-5,39,39,123700,0,0,0,0,4,その他,n,スパロボ,f,人系,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8244,figma仕様初音ミク,390,39,39,39,390,39,39,39,39,39,39,-5,39,39,238100,0,0,0,0,4,その他,n,スパロボ,f,人系,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8245,figma柊かがみコスプレ仕様初音ミク,390,39,39,39,390,39,39,39,39,39,39,-5,39,39,238100,0,0,0,0,4,その他,n,スパロボ,f,人系,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8246,ミックミクかがみ,390,39,39,39,390,39,39,39,39,39,39,-5,39,39,333300,0,0,0,0,4,その他,n,スパロボ,f,人系,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8247,figmaライブステージ仕様初音ミク,390,39,39,39,390,39,39,39,39,39,39,-5,39,39,238100,0,0,0,0,4,その他,n,スパロボ,f,人系,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8248,マックスファクトリー仕様初音ミク,390,39,39,39,390,39,39,39,39,39,39,-5,39,39,838100,0,0,0,0,4,その他,n,スパロボ,f,人系,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8249,ワールドイズマイン仕様初音ミク,390,39,39,39,390,39,39,39,39,39,39,-5,39,39,838100,0,0,0,0,4,その他,n,スパロボ,f,人系,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8250,ねんどろいど仕様雪ミク,390,39,39,39,390,39,39,39,39,39,39,-5,39,39,285700,0,0,0,0,4,その他,n,スパロボ,f,人系,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8251,ガンダムバーンレプオス(DM),612,58,95,68,658,20,270,260,250,250,250,0,58,130,44490,2,2,2,-5,1,MS系,6,ガンダム系,8,連邦軍・ティターンズ・地球連合,X,G-UNIT,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8252,アンコールパッケージ仕様初音ミク,390,39,39,39,390,39,39,39,39,39,39,-5,39,39,720000,0,0,0,0,4,その他,n,スパロボ,f,人系,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8253,moonVN02mix仕様初音ミク,390,39,39,39,390,39,39,39,39,39,39,-5,39,39,1219000,0,0,0,0,4,その他,n,スパロボ,f,人系,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8254,プレミアムフィギュア仕様初音ミク,390,39,39,39,390,39,39,39,39,39,39,-5,39,39,137500,0,0,0,0,4,その他,n,スパロボ,f,人系,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8255,Tony仕様初音ミク,390,39,39,39,390,39,39,39,39,39,39,-5,39,39,921900,0,0,0,0,4,その他,n,スパロボ,f,人系,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8256,ねんどろいどAHMO・E仕様初音ミク,390,39,39,39,390,39,39,39,39,39,39,-5,39,39,419100,0,0,0,0,4,その他,n,スパロボ,f,人系,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8257,2010仕様レーシングミク,390,39,39,39,390,39,39,39,39,39,39,-5,39,39,742900,0,0,0,0,4,その他,n,スパロボ,f,人系,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8258,ねんどろいど応援仕様初音ミク,390,39,39,39,390,39,39,39,39,39,39,-5,39,39,285700,0,0,0,0,4,その他,n,スパロボ,f,人系,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8259,Lat式仕様初音ミク,390,39,39,39,390,39,39,39,39,39,39,-5,39,39,419100,0,0,0,0,4,その他,n,スパロボ,f,人系,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8260,figmaアペンド仕様初音ミク,390,39,39,39,390,39,39,39,39,39,39,-5,39,39,314300,0,0,0,0,4,その他,n,スパロボ,f,人系,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8261,ねんどろいどアペンド仕様初音ミク,390,39,39,39,390,39,39,39,39,39,39,-5,39,39,366700,0,0,0,0,4,その他,n,スパロボ,f,人系,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8262,アペンド仕様初音ミク,390,39,39,39,390,39,39,39,39,39,39,-5,39,39,817100,0,0,0,0,4,その他,n,スパロボ,f,人系,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8263,figma応援仕様初音ミク,390,39,39,39,390,39,39,39,39,39,39,-5,39,39,285700,0,0,0,0,4,その他,n,スパロボ,f,人系,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8264,恋は戦争仕様初音ミク,390,39,39,39,390,39,39,39,39,39,39,-5,39,39,1833300,0,0,0,0,4,その他,n,スパロボ,f,人系,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8265,恋色病棟仕様初音ミク,390,39,39,39,390,39,39,39,39,39,39,-5,39,39,412700,0,0,0,0,4,その他,n,スパロボ,f,人系,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8266,ムサシ,634,86,55,75,700,60,634,634,634,634,634,0,60,634,634000,1,1,1,1,4,その他,n,スパロボ,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8267,HSP仕様初音ミク,390,39,39,39,390,39,39,39,39,39,39,-5,39,39,817100,0,0,0,0,4,その他,n,スパロボ,f,人系,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8268,ねんどろいど週刊はじめての仕様初音ミク,390,39,39,39,390,39,39,39,39,39,39,-5,39,39,366700,0,0,0,0,4,その他,n,スパロボ,f,人系,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8269,リデラード専用ブラックナイトスコードルドラ,580,58,124,90,600,18,370,400,250,270,250,-6,60,1,64700,1,-4,3,3,1,MS系,4,その他,k,機動戦士ガンダムSEED FREEDOM,e,専用機,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8270,リュー専用ブラックナイトスコードルドラ,580,58,124,90,600,18,370,400,250,270,250,-6,60,1,64700,1,-4,3,3,1,MS系,4,その他,k,機動戦士ガンダムSEED FREEDOM,e,専用機,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8271,ダニエル専用ブラックナイトスコードルドラ,580,58,124,90,600,18,370,400,250,270,250,-6,60,1,64700,1,-4,3,3,1,MS系,4,その他,k,機動戦士ガンダムSEED FREEDOM,e,専用機,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8272,ワンフェス2009限定CM仕様初音ミク,390,39,39,39,390,39,39,39,39,39,39,-5,39,39,390000,0,0,0,0,4,その他,n,スパロボ,f,人系,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8273,北海道フィギュアみやげ仕様初音ミク,390,39,39,39,390,39,39,39,39,39,39,-5,39,39,28500,0,0,0,0,4,その他,n,スパロボ,f,人系,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8274,LOL仕様初音ミク,390,39,39,39,390,39,39,39,39,39,39,-5,39,39,412700,0,0,0,0,4,その他,n,スパロボ,f,人系,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8275,ねんどろいどふわふわコート仕様雪ミク,390,39,39,39,390,39,39,39,39,39,39,-5,39,39,366700,0,0,0,0,4,その他,n,スパロボ,f,人系,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8276,ロミオとシンデレラ仕様初音ミク,390,39,39,39,390,39,39,39,39,39,39,-5,39,39,412700,0,0,0,0,4,その他,n,スパロボ,f,人系,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8277,トラベリングムード仕様初音ミク,390,39,39,39,390,39,39,39,39,39,39,-5,39,39,412700,0,0,0,0,4,その他,n,スパロボ,f,人系,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8278,ワールズエンド・ダンスホール仕様初音ミク,390,39,39,39,390,39,39,39,39,39,39,-5,39,39,390000,0,0,0,0,4,その他,n,スパロボ,f,人系,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8279,VOiCE仕様初音ミク,390,39,39,39,390,39,39,39,39,39,39,-5,39,39,390000,0,0,0,0,4,その他,n,スパロボ,f,人系,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8280,夢みることり仕様初音ミク,390,39,39,39,390,39,39,39,39,39,39,-5,39,39,412700,0,0,0,0,4,その他,n,スパロボ,f,人系,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8281,ねんどろいどファミリーマート仕様初音ミク,390,39,39,39,390,39,39,39,39,39,39,-5,39,39,390000,0,0,0,0,4,その他,n,スパロボ,f,人系,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8282,ファミリーマート仕様初音ミク,390,39,39,39,390,39,39,39,39,39,39,-5,39,39,390000,0,0,0,0,4,その他,n,スパロボ,f,人系,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8283,Cheerful仕様初音ミク,390,39,39,39,390,39,39,39,39,39,39,-5,39,39,952400,0,0,0,0,4,その他,n,スパロボ,f,人系,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
