,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7133,,│　　　││　　　│　└バトルタンク,バトルタンク,"7,738",鉄人28号,アストロガンガー,プロトエネルガー,エネルガーZ,マジンガーZ,プロトゲッター,ベアー号,ジャガー号,イーグル号,ゲッター1,バトルクラフト,バトルマリン,バトルタンク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7134,,│　　　││　　　│　　└バトルクラッシャー,バトルクラッシャー,"7,739",鉄人28号,アストロガンガー,プロトエネルガー,エネルガーZ,マジンガーZ,プロトゲッター,ベアー号,ジャガー号,イーグル号,ゲッター1,バトルクラフト,バトルマリン,バトルタンク,バトルクラッシャー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7135,,│　　　││　　　│　　　└バトルジェット,バトルジェット,"7,740",鉄人28号,アストロガンガー,プロトエネルガー,エネルガーZ,マジンガーZ,プロトゲッター,ベアー号,ジャガー号,イーグル号,ゲッター1,バトルクラフト,バトルマリン,バトルタンク,バトルクラッシャー,バトルジェット,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7136,,│　　　││　　　│　　　　└コン・バトラーV,コン・バトラーV,"1,095",鉄人28号,アストロガンガー,プロトエネルガー,エネルガーZ,マジンガーZ,プロトゲッター,ベアー号,ジャガー号,イーグル号,ゲッター1,バトルクラフト,バトルマリン,バトルタンク,バトルクラッシャー,バトルジェット,コン・バトラーV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7137,,│　　　││　　　│　　　　　├ボルトマシン5号機,ボルトマシン5号機,"8,699",鉄人28号,アストロガンガー,プロトエネルガー,エネルガーZ,マジンガーZ,プロトゲッター,ベアー号,ジャガー号,イーグル号,ゲッター1,バトルクラフト,バトルマリン,バトルタンク,バトルクラッシャー,バトルジェット,コン・バトラーV,ボルトマシン5号機,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7138,,│　　　││　　　│　　　　　│└ボルトマシン4号機,ボルトマシン4号機,"8,700",鉄人28号,アストロガンガー,プロトエネルガー,エネルガーZ,マジンガーZ,プロトゲッター,ベアー号,ジャガー号,イーグル号,ゲッター1,バトルクラフト,バトルマリン,バトルタンク,バトルクラッシャー,バトルジェット,コン・バトラーV,ボルトマシン5号機,ボルトマシン4号機,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7139,,│　　　││　　　│　　　　　│　└ボルトマシン3号機,ボルトマシン3号機,"8,701",鉄人28号,アストロガンガー,プロトエネルガー,エネルガーZ,マジンガーZ,プロトゲッター,ベアー号,ジャガー号,イーグル号,ゲッター1,バトルクラフト,バトルマリン,バトルタンク,バトルクラッシャー,バトルジェット,コン・バトラーV,ボルトマシン5号機,ボルトマシン4号機,ボルトマシン3号機,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7140,,│　　　││　　　│　　　　　│　　└ボルトマシン2号機,ボルトマシン2号機,"8,702",鉄人28号,アストロガンガー,プロトエネルガー,エネルガーZ,マジンガーZ,プロトゲッター,ベアー号,ジャガー号,イーグル号,ゲッター1,バトルクラフト,バトルマリン,バトルタンク,バトルクラッシャー,バトルジェット,コン・バトラーV,ボルトマシン5号機,ボルトマシン4号機,ボルトマシン3号機,ボルトマシン2号機,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7141,,│　　　││　　　│　　　　　│　　　└ボルトマシン1号機,ボルトマシン1号機,"8,703",鉄人28号,アストロガンガー,プロトエネルガー,エネルガーZ,マジンガーZ,プロトゲッター,ベアー号,ジャガー号,イーグル号,ゲッター1,バトルクラフト,バトルマリン,バトルタンク,バトルクラッシャー,バトルジェット,コン・バトラーV,ボルトマシン5号機,ボルトマシン4号機,ボルトマシン3号機,ボルトマシン2号機,ボルトマシン1号機,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7142,,│　　　││　　　│　　　　　│　　　　└レガシー仕様ボルテスV,レガシー仕様ボルテスV,"8,704",鉄人28号,アストロガンガー,プロトエネルガー,エネルガーZ,マジンガーZ,プロトゲッター,ベアー号,ジャガー号,イーグル号,ゲッター1,バトルクラフト,バトルマリン,バトルタンク,バトルクラッシャー,バトルジェット,コン・バトラーV,ボルトマシン5号機,ボルトマシン4号機,ボルトマシン3号機,ボルトマシン2号機,ボルトマシン1号機,レガシー仕様ボルテスV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7143,,│　　　││　　　│　　　　　├ボルトランダー,ボルトランダー,"7,764",鉄人28号,アストロガンガー,プロトエネルガー,エネルガーZ,マジンガーZ,プロトゲッター,ベアー号,ジャガー号,イーグル号,ゲッター1,バトルクラフト,バトルマリン,バトルタンク,バトルクラッシャー,バトルジェット,コン・バトラーV,ボルトランダー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7144,,│　　　││　　　│　　　　　│└ボルトフリゲート,ボルトフリゲート,"7,765",鉄人28号,アストロガンガー,プロトエネルガー,エネルガーZ,マジンガーZ,プロトゲッター,ベアー号,ジャガー号,イーグル号,ゲッター1,バトルクラフト,バトルマリン,バトルタンク,バトルクラッシャー,バトルジェット,コン・バトラーV,ボルトランダー,ボルトフリゲート,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7145,,│　　　││　　　│　　　　　│　└ボルトパンザー,ボルトパンザー,"7,766",鉄人28号,アストロガンガー,プロトエネルガー,エネルガーZ,マジンガーZ,プロトゲッター,ベアー号,ジャガー号,イーグル号,ゲッター1,バトルクラフト,バトルマリン,バトルタンク,バトルクラッシャー,バトルジェット,コン・バトラーV,ボルトランダー,ボルトフリゲート,ボルトパンザー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7146,,│　　　││　　　│　　　　　│　　└ボルトボンバー,ボルトボンバー,"7,767",鉄人28号,アストロガンガー,プロトエネルガー,エネルガーZ,マジンガーZ,プロトゲッター,ベアー号,ジャガー号,イーグル号,ゲッター1,バトルクラフト,バトルマリン,バトルタンク,バトルクラッシャー,バトルジェット,コン・バトラーV,ボルトランダー,ボルトフリゲート,ボルトパンザー,ボルトボンバー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7147,,│　　　││　　　│　　　　　│　　　└ボルトクルーザー,ボルトクルーザー,"7,768",鉄人28号,アストロガンガー,プロトエネルガー,エネルガーZ,マジンガーZ,プロトゲッター,ベアー号,ジャガー号,イーグル号,ゲッター1,バトルクラフト,バトルマリン,バトルタンク,バトルクラッシャー,バトルジェット,コン・バトラーV,ボルトランダー,ボルトフリゲート,ボルトパンザー,ボルトボンバー,ボルトクルーザー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7148,,│　　　││　　　│　　　　　│　　　　├ボルテスV,ボルテスV,"1,162",鉄人28号,アストロガンガー,プロトエネルガー,エネルガーZ,マジンガーZ,プロトゲッター,ベアー号,ジャガー号,イーグル号,ゲッター1,バトルクラフト,バトルマリン,バトルタンク,バトルクラッシャー,バトルジェット,コン・バトラーV,ボルトランダー,ボルトフリゲート,ボルトパンザー,ボルトボンバー,ボルトクルーザー,ボルテスV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7149,,│　　　││　　　│　　　　　│　　　　│└ダイモス,ダイモス,"1,159",鉄人28号,アストロガンガー,プロトエネルガー,エネルガーZ,マジンガーZ,プロトゲッター,ベアー号,ジャガー号,イーグル号,ゲッター1,バトルクラフト,バトルマリン,バトルタンク,バトルクラッシャー,バトルジェット,コン・バトラーV,ボルトランダー,ボルトフリゲート,ボルトパンザー,ボルトボンバー,ボルトクルーザー,ボルテスV,ダイモス,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7150,,│　　　││　　　│　　　　　│　　　　│　└ガンパー,ガンパー,"8,183",鉄人28号,アストロガンガー,プロトエネルガー,エネルガーZ,マジンガーZ,プロトゲッター,ベアー号,ジャガー号,イーグル号,ゲッター1,バトルクラフト,バトルマリン,バトルタンク,バトルクラッシャー,バトルジェット,コン・バトラーV,ボルトランダー,ボルトフリゲート,ボルトパンザー,ボルトボンバー,ボルトクルーザー,ボルテスV,ダイモス,ガンパー,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
,7151,,│　　　││　　　│　　　　　│　　　　│　　└ベラリオス,ベラリオス,"8,184",鉄人28号,アストロガンガー,プロトエネルガー,エネルガーZ,マジンガーZ,プロトゲッター,ベアー号,ジャガー号,イーグル号,ゲッター1,バトルクラフト,バトルマリン,バトルタンク,バトルクラッシャー,バトルジェット,コン・バトラーV,ボルトランダー,ボルトフリゲート,ボルトパンザー,ボルトボンバー,ボルトクルーザー,ボルテスV,ダイモス,ガンパー,ベラリオス,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,,,,,,,,,,,,,,,,,,,,,,,,,
,7152,,│　　　││　　　│　　　　　│　　　　│　　　└アトラウス,アトラウス,"8,185",鉄人28号,アストロガンガー,プロトエネルガー,エネルガーZ,マジンガーZ,プロトゲッター,ベアー号,ジャガー号,イーグル号,ゲッター1,バトルクラフト,バトルマリン,バトルタンク,バトルクラッシャー,バトルジェット,コン・バトラーV,ボルトランダー,ボルトフリゲート,ボルトパンザー,ボルトボンバー,ボルトクルーザー,ボルテスV,ダイモス,ガンパー,ベラリオス,アトラウス,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,5,,,,,,,,,,,,,,,,,,,,,,,,
,7153,,│　　　││　　　│　　　　　│　　　　│　　　　└ダルタニアス,ダルタニアス,"2,250",鉄人28号,アストロガンガー,プロトエネルガー,エネルガーZ,マジンガーZ,プロトゲッター,ベアー号,ジャガー号,イーグル号,ゲッター1,バトルクラフト,バトルマリン,バトルタンク,バトルクラッシャー,バトルジェット,コン・バトラーV,ボルトランダー,ボルトフリゲート,ボルトパンザー,ボルトボンバー,ボルトクルーザー,ボルテスV,ダイモス,ガンパー,ベラリオス,アトラウス,ダルタニアス,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,5,0,,,,,,,,,,,,,,,,,,,,,,,
,7154,,│　　　││　　　│　　　　　│　　　　│　　　　　└空雷王,空雷王,"3,294",鉄人28号,アストロガンガー,プロトエネルガー,エネルガーZ,マジンガーZ,プロトゲッター,ベアー号,ジャガー号,イーグル号,ゲッター1,バトルクラフト,バトルマリン,バトルタンク,バトルクラッシャー,バトルジェット,コン・バトラーV,ボルトランダー,ボルトフリゲート,ボルトパンザー,ボルトボンバー,ボルトクルーザー,ボルテスV,ダイモス,ガンパー,ベラリオス,アトラウス,ダルタニアス,空雷王,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,5,0,0,,,,,,,,,,,,,,,,,,,,,,
,7155,,│　　　││　　　│　　　　　│　　　　│　　　　　　└ゴッドシグマ,ゴッドシグマ,"1,160",鉄人28号,アストロガンガー,プロトエネルガー,エネルガーZ,マジンガーZ,プロトゲッター,ベアー号,ジャガー号,イーグル号,ゲッター1,バトルクラフト,バトルマリン,バトルタンク,バトルクラッシャー,バトルジェット,コン・バトラーV,ボルトランダー,ボルトフリゲート,ボルトパンザー,ボルトボンバー,ボルトクルーザー,ボルテスV,ダイモス,ガンパー,ベラリオス,アトラウス,ダルタニアス,空雷王,ゴッドシグマ,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,5,0,0,0,,,,,,,,,,,,,,,,,,,,,
,7156,,│　　　││　　　│　　　　　│　　　　│　　　　　　　├スーパーアベガ,スーパーアベガ,"2,472",鉄人28号,アストロガンガー,プロトエネルガー,エネルガーZ,マジンガーZ,プロトゲッター,ベアー号,ジャガー号,イーグル号,ゲッター1,バトルクラフト,バトルマリン,バトルタンク,バトルクラッシャー,バトルジェット,コン・バトラーV,ボルトランダー,ボルトフリゲート,ボルトパンザー,ボルトボンバー,ボルトクルーザー,ボルテスV,ダイモス,ガンパー,ベラリオス,アトラウス,ダルタニアス,空雷王,ゴッドシグマ,スーパーアベガ,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,
,7157,,│　　　││　　　│　　　　　│　　　　│　　　　　　　│└γロボ,γロボ,"8,612",鉄人28号,アストロガンガー,プロトエネルガー,エネルガーZ,マジンガーZ,プロトゲッター,ベアー号,ジャガー号,イーグル号,ゲッター1,バトルクラフト,バトルマリン,バトルタンク,バトルクラッシャー,バトルジェット,コン・バトラーV,ボルトランダー,ボルトフリゲート,ボルトパンザー,ボルトボンバー,ボルトクルーザー,ボルテスV,ダイモス,ガンパー,ベラリオス,アトラウス,ダルタニアス,空雷王,ゴッドシグマ,スーパーアベガ,γロボ,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
,7158,,│　　　││　　　│　　　　　│　　　　│　　　　　　　│　└βロボ,βロボ,"8,613",鉄人28号,アストロガンガー,プロトエネルガー,エネルガーZ,マジンガーZ,プロトゲッター,ベアー号,ジャガー号,イーグル号,ゲッター1,バトルクラフト,バトルマリン,バトルタンク,バトルクラッシャー,バトルジェット,コン・バトラーV,ボルトランダー,ボルトフリゲート,ボルトパンザー,ボルトボンバー,ボルトクルーザー,ボルテスV,ダイモス,ガンパー,ベラリオス,アトラウス,ダルタニアス,空雷王,ゴッドシグマ,スーパーアベガ,γロボ,βロボ,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,5,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
,7159,,│　　　││　　　│　　　　　│　　　　│　　　　　　　│　　└αロボ,αロボ,"8,614",鉄人28号,アストロガンガー,プロトエネルガー,エネルガーZ,マジンガーZ,プロトゲッター,ベアー号,ジャガー号,イーグル号,ゲッター1,バトルクラフト,バトルマリン,バトルタンク,バトルクラッシャー,バトルジェット,コン・バトラーV,ボルトランダー,ボルトフリゲート,ボルトパンザー,ボルトボンバー,ボルトクルーザー,ボルテスV,ダイモス,ガンパー,ベラリオス,アトラウス,ダルタニアス,空雷王,ゴッドシグマ,スーパーアベガ,γロボ,βロボ,αロボ,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,5,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
,7160,,│　　　││　　　│　　　　　│　　　　│　　　　　　　│　　　└アルベガス,アルベガス,"2,473",鉄人28号,アストロガンガー,プロトエネルガー,エネルガーZ,マジンガーZ,プロトゲッター,ベアー号,ジャガー号,イーグル号,ゲッター1,バトルクラフト,バトルマリン,バトルタンク,バトルクラッシャー,バトルジェット,コン・バトラーV,ボルトランダー,ボルトフリゲート,ボルトパンザー,ボルトボンバー,ボルトクルーザー,ボルテスV,ダイモス,ガンパー,ベラリオス,アトラウス,ダルタニアス,空雷王,ゴッドシグマ,スーパーアベガ,γロボ,βロボ,αロボ,アルベガス,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,5,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
,7161,,│　　　││　　　│　　　　　│　　　　│　　　　　　　├ゴライオン,ゴライオン,"2,695",鉄人28号,アストロガンガー,プロトエネルガー,エネルガーZ,マジンガーZ,プロトゲッター,ベアー号,ジャガー号,イーグル号,ゲッター1,バトルクラフト,バトルマリン,バトルタンク,バトルクラッシャー,バトルジェット,コン・バトラーV,ボルトランダー,ボルトフリゲート,ボルトパンザー,ボルトボンバー,ボルトクルーザー,ボルテスV,ダイモス,ガンパー,ベラリオス,アトラウス,ダルタニアス,空雷王,ゴッドシグマ,ゴライオン,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,
,7162,,│　　　││　　　│　　　　　│　　　　│　　　　　　　│├ボルトロン,ボルトロン,"7,451",鉄人28号,アストロガンガー,プロトエネルガー,エネルガーZ,マジンガーZ,プロトゲッター,ベアー号,ジャガー号,イーグル号,ゲッター1,バトルクラフト,バトルマリン,バトルタンク,バトルクラッシャー,バトルジェット,コン・バトラーV,ボルトランダー,ボルトフリゲート,ボルトパンザー,ボルトボンバー,ボルトクルーザー,ボルテスV,ダイモス,ガンパー,ベラリオス,アトラウス,ダルタニアス,空雷王,ゴッドシグマ,ゴライオン,ボルトロン,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
,7163,,│　　　││　　　│　　　　　│　　　　│　　　　　　　│└リックラガー,リックラガー,"6,446",鉄人28号,アストロガンガー,プロトエネルガー,エネルガーZ,マジンガーZ,プロトゲッター,ベアー号,ジャガー号,イーグル号,ゲッター1,バトルクラフト,バトルマリン,バトルタンク,バトルクラッシャー,バトルジェット,コン・バトラーV,ボルトランダー,ボルトフリゲート,ボルトパンザー,ボルトボンバー,ボルトクルーザー,ボルテスV,ダイモス,ガンパー,ベラリオス,アトラウス,ダルタニアス,空雷王,ゴッドシグマ,ゴライオン,リックラガー,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,5,0,0,0,0,7,,,,,,,,,,,,,,,,,,,
,7164,,│　　　││　　　│　　　　　│　　　　│　　　　　　　│　└カイラガー,カイラガー,"6,447",鉄人28号,アストロガンガー,プロトエネルガー,エネルガーZ,マジンガーZ,プロトゲッター,ベアー号,ジャガー号,イーグル号,ゲッター1,バトルクラフト,バトルマリン,バトルタンク,バトルクラッシャー,バトルジェット,コン・バトラーV,ボルトランダー,ボルトフリゲート,ボルトパンザー,ボルトボンバー,ボルトクルーザー,ボルテスV,ダイモス,ガンパー,ベラリオス,アトラウス,ダルタニアス,空雷王,ゴッドシグマ,ゴライオン,リックラガー,カイラガー,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,5,0,0,0,0,7,7,,,,,,,,,,,,,,,,,,
