,派生表通番,NO,目的派生検索,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
,6788,566,ヴァイエイト・シュイヴァン,宇宙戦仕様リーオー,リーオー,サーペント,ビルゴ,ビルゴII,ヴァイエイト,ヴァイエイト・シュイヴァン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6789,"8,748",ヴァイエイト・シュイヴァン改,宇宙戦仕様リーオー,リーオー,サーペント,ビルゴ,ビルゴII,ヴァイエイト,ヴァイエイト・シュイヴァン,ヴァイエイト・シュイヴァン改,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6790,331,メリクリウス,宇宙戦仕様リーオー,リーオー,サーペント,ビルゴ,メリクリウス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6791,"2,985",メリクリウス・シュイヴァン,宇宙戦仕様リーオー,リーオー,サーペント,ビルゴ,メリクリウス,メリクリウス・シュイヴァン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6792,"3,657",レオス,宇宙戦仕様リーオー,リーオー,レオス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6793,"3,658",レオール,宇宙戦仕様リーオー,リーオー,レオス,レオール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6794,"8,816",レオン(BGG),宇宙戦仕様リーオー,リーオー,レオス,レオン(BGG),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6795,"3,672",グランシャリオ,宇宙戦仕様リーオー,リーオー,レオス,グランシャリオ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6796,"7,172",OZプライズ仕様リーオー,宇宙戦仕様リーオー,リーオー,OZプライズ仕様リーオー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6797,"7,171",EWACリーオー,宇宙戦仕様リーオー,リーオー,EWACリーオー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6798,"3,637",トラゴス,宇宙戦仕様リーオー,トラゴス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6799,"3,606",Dユニット,宇宙戦仕様リーオー,Dユニット,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6800,330,トーラス,宇宙戦仕様リーオー,トーラス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6801,"2,880",サンクキングダム仕様トーラス,宇宙戦仕様リーオー,トーラス,サンクキングダム仕様トーラス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6802,"7,173",OZプライズ仕様トーラス,宇宙戦仕様リーオー,トーラス,OZプライズ仕様トーラス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6803,"1,022",バルジ,宇宙戦仕様リーオー,トーラス,バルジ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6804,"3,753",リーブラ,宇宙戦仕様リーオー,トーラス,バルジ,リーブラ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6805,341,トールギス,宇宙戦仕様リーオー,トールギス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6806,"4,926",トールギスワルキューレ,宇宙戦仕様リーオー,トールギス,トールギスワルキューレ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6807,524,トールギスII,宇宙戦仕様リーオー,トールギス,トールギスII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6808,"6,779",EW仕様トールギスIIH,宇宙戦仕様リーオー,トールギス,トールギスII,EW仕様トールギスIIH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6809,339,ガンダムエピオン,宇宙戦仕様リーオー,トールギス,ガンダムエピオン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6810,718,ガンダムアクエリアス,宇宙戦仕様リーオー,トールギス,ガンダムエピオン,ガンダムアクエリアス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6811,"4,204",EW仕様ガンダムエピオン,宇宙戦仕様リーオー,トールギス,ガンダムエピオン,EW仕様ガンダムエピオン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6812,"7,309",EW仕様ガンダムエピオンCCC,宇宙戦仕様リーオー,トールギス,ガンダムエピオン,EW仕様ガンダムエピオン,EW仕様ガンダムエピオンCCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6813,"5,442",ガンダムエピオンノヴァ,宇宙戦仕様リーオー,トールギス,ガンダムエピオン,ガンダムエピオンノヴァ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6814,343,ハイドラガンダム,宇宙戦仕様リーオー,トールギス,ガンダムエピオン,ハイドラガンダム,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6815,382,トールギスIII,宇宙戦仕様リーオー,トールギス,トールギスIII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6816,"4,690",EW仕様トールギス,宇宙戦仕様リーオー,トールギス,EW仕様トールギス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6817,"3,674",宇宙高速戦闘艦,宇宙戦仕様リーオー,トールギス,宇宙高速戦闘艦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6818,799,ピースミリオン,宇宙戦仕様リーオー,トールギス,宇宙高速戦闘艦,ピースミリオン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6819,"5,077",ゴドス,ゴドス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6820,"1,659",シールドライガー,ゴドス,シールドライガー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6821,"3,831",ブレードライガー(猫),ゴドス,シールドライガー,ブレードライガー(猫),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6822,"7,872",素体仕様ライガーゼロ,ゴドス,シールドライガー,ブレードライガー(猫),素体仕様ライガーゼロ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6823,"8,165",帝国仕様ライガーゼロ,ゴドス,シールドライガー,ブレードライガー(猫),素体仕様ライガーゼロ,帝国仕様ライガーゼロ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6824,"1,661",ライガーゼロ,ゴドス,シールドライガー,ブレードライガー(猫),素体仕様ライガーゼロ,帝国仕様ライガーゼロ,ライガーゼロ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6825,"1,670",ライガーゼロ・イェーガー,ゴドス,シールドライガー,ブレードライガー(猫),素体仕様ライガーゼロ,帝国仕様ライガーゼロ,ライガーゼロ,ライガーゼロ・イェーガー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6826,"4,130",トリニティライガー,ゴドス,シールドライガー,ブレードライガー(猫),素体仕様ライガーゼロ,帝国仕様ライガーゼロ,ライガーゼロ,トリニティライガー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6827,"2,093",ライガーゼロファルコン,ゴドス,シールドライガー,ブレードライガー(猫),素体仕様ライガーゼロ,帝国仕様ライガーゼロ,ライガーゼロ,ライガーゼロファルコン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6828,"1,845",ライガーゼロフェニックス,ゴドス,シールドライガー,ブレードライガー(猫),素体仕様ライガーゼロ,帝国仕様ライガーゼロ,ライガーゼロ,ライガーゼロフェニックス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6829,"1,671",ライガーゼロ・シュナイダー,ゴドス,シールドライガー,ブレードライガー(猫),素体仕様ライガーゼロ,帝国仕様ライガーゼロ,ライガーゼロ,ライガーゼロ・シュナイダー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6830,"1,672",ライガーゼロ・パンツァー,ゴドス,シールドライガー,ブレードライガー(猫),素体仕様ライガーゼロ,帝国仕様ライガーゼロ,ライガーゼロ,ライガーゼロ・パンツァー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6831,"1,662",ライガーゼロイクス,ゴドス,シールドライガー,ブレードライガー(猫),素体仕様ライガーゼロ,帝国仕様ライガーゼロ,ライガーゼロ,ライガーゼロイクス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6832,"1,667",エナジーライガー,ゴドス,シールドライガー,ブレードライガー(猫),素体仕様ライガーゼロ,帝国仕様ライガーゼロ,ライガーゼロ,ライガーゼロイクス,エナジーライガー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6833,"2,991",ライガーブルー・ソウガ,ゴドス,シールドライガー,ブレードライガー(猫),素体仕様ライガーゼロ,帝国仕様ライガーゼロ,ライガーゼロ,ライガーブルー・ソウガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6834,"1,922",ムラサメライガー,ゴドス,シールドライガー,ブレードライガー(猫),素体仕様ライガーゼロ,帝国仕様ライガーゼロ,ライガーゼロ,ムラサメライガー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6835,"2,148",ハヤテライガー,ゴドス,シールドライガー,ブレードライガー(猫),素体仕様ライガーゼロ,帝国仕様ライガーゼロ,ライガーゼロ,ムラサメライガー,ハヤテライガー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6836,"2,149",ムゲンライガー,ゴドス,シールドライガー,ブレードライガー(猫),素体仕様ライガーゼロ,帝国仕様ライガーゼロ,ライガーゼロ,ムラサメライガー,ハヤテライガー,ムゲンライガー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6837,"7,779",ガンナー装備仕様ムゲンライガー,ゴドス,シールドライガー,ブレードライガー(猫),素体仕様ライガーゼロ,帝国仕様ライガーゼロ,ライガーゼロ,ムラサメライガー,ハヤテライガー,ムゲンライガー,ガンナー装備仕様ムゲンライガー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6838,"2,270",バイオヴォルケーノ,ゴドス,シールドライガー,ブレードライガー(猫),素体仕様ライガーゼロ,帝国仕様ライガーゼロ,ライガーゼロ,ムラサメライガー,バイオヴォルケーノ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6839,"5,997",バイオメガラプトル,ゴドス,シールドライガー,ブレードライガー(猫),素体仕様ライガーゼロ,帝国仕様ライガーゼロ,ライガーゼロ,ムラサメライガー,バイオヴォルケーノ,バイオメガラプトル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6840,"5,995",バイオケントロ,ゴドス,シールドライガー,ブレードライガー(猫),素体仕様ライガーゼロ,帝国仕様ライガーゼロ,ライガーゼロ,ムラサメライガー,バイオヴォルケーノ,バイオケントロ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6841,"5,994",バイオプテラ,ゴドス,シールドライガー,ブレードライガー(猫),素体仕様ライガーゼロ,帝国仕様ライガーゼロ,ライガーゼロ,ムラサメライガー,バイオヴォルケーノ,バイオプテラ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6842,"5,996",バイオトリケラ,ゴドス,シールドライガー,ブレードライガー(猫),素体仕様ライガーゼロ,帝国仕様ライガーゼロ,ライガーゼロ,ムラサメライガー,バイオヴォルケーノ,バイオトリケラ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6843,"2,291",ランスタッグ,ゴドス,シールドライガー,ブレードライガー(猫),素体仕様ライガーゼロ,帝国仕様ライガーゼロ,ライガーゼロ,ランスタッグ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6844,"2,292",ランスタッグブレイク,ゴドス,シールドライガー,ブレードライガー(猫),素体仕様ライガーゼロ,帝国仕様ライガーゼロ,ライガーゼロ,ランスタッグ,ランスタッグブレイク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6845,"6,014",ソウタ専用ランスタッグ,ゴドス,シールドライガー,ブレードライガー(猫),素体仕様ライガーゼロ,帝国仕様ライガーゼロ,ライガーゼロ,ランスタッグ,ソウタ専用ランスタッグ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6846,"3,832",バン専用ブレードライガー,ゴドス,シールドライガー,ブレードライガー(猫),バン専用ブレードライガー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6847,"3,493",ブレードライガーBI,ゴドス,シールドライガー,ブレードライガー(猫),ブレードライガーBI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6848,"8,137",ブレードライガーミラージュ,ゴドス,シールドライガー,ブレードライガー(猫),ブレードライガーミラージュ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6849,"8,834",ブレードライガーミラージュL,ゴドス,シールドライガー,ブレードライガー(猫),ブレードライガーミラージュ,ブレードライガーミラージュL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6850,"8,144",ブレードライガーAB,ゴドス,シールドライガー,ブレードライガー(猫),ブレードライガーAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6851,"3,490",バン仕様ブレードライガーAB,ゴドス,シールドライガー,ブレードライガー(猫),ブレードライガーAB,バン仕様ブレードライガーAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6852,"3,492",レオン仕様ブレードライガーAB,ゴドス,シールドライガー,ブレードライガー(猫),ブレードライガーAB,バン仕様ブレードライガーAB,レオン仕様ブレードライガーAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6853,"1,666",ジェノザウラー,ゴドス,シールドライガー,ジェノザウラー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6854,"1,612",ジェノブレイカー,ゴドス,シールドライガー,ジェノザウラー,ジェノブレイカー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6855,"1,751",デススティンガー,ゴドス,シールドライガー,ジェノザウラー,ジェノブレイカー,デススティンガー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6856,"2,057",デススティンガーZS,ゴドス,シールドライガー,ジェノザウラー,ジェノブレイカー,デススティンガー,デススティンガーZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6857,"7,308",ヒルツ仕様デススティンガー,ゴドス,シールドライガー,ジェノザウラー,ジェノブレイカー,デススティンガー,ヒルツ仕様デススティンガー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6858,"1,893",ホエールキング,ゴドス,シールドライガー,ジェノザウラー,ジェノブレイカー,ホエールキング,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6859,"3,121",ホバーカーゴ,ゴドス,シールドライガー,ジェノザウラー,ジェノブレイカー,ホエールキング,ホバーカーゴ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6860,"2,281",バーサークフューラー,ゴドス,シールドライガー,ジェノザウラー,ジェノブレイカー,バーサークフューラー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6861,"2,496",バスターフューラー,ゴドス,シールドライガー,ジェノザウラー,ジェノブレイカー,バーサークフューラー,バスターフューラー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6862,"4,969",レイヴン仕様ジェノブレイカー,ゴドス,シールドライガー,ジェノザウラー,ジェノブレイカー,レイヴン仕様ジェノブレイカー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6863,"4,969",レイヴン仕様ジェノブレイカー,ゴドス,シールドライガー,ジェノザウラー,ジェノブレイカー,レイヴン仕様ジェノブレイカー,レイヴン仕様ジェノブレイカー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6864,"8,081",ジェノシザース,ゴドス,シールドライガー,ジェノザウラー,ジェノブレイカー,ジェノシザース,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6865,"2,242",デスザウラー,ゴドス,シールドライガー,ジェノザウラー,ジェノブレイカー,デスザウラー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6866,"7,169",ギルベイダー,ゴドス,シールドライガー,ジェノザウラー,ジェノブレイカー,デスザウラー,ギルベイダー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6867,"4,412",サイコ・ジェノザウラー,ゴドス,シールドライガー,ジェノザウラー,サイコ・ジェノザウラー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6868,"6,280",シュトゥルムテュラン,ゴドス,シールドライガー,ジェノザウラー,シュトゥルムテュラン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6869,"2,322",ブラキオトータス,ゴドス,シールドライガー,ジェノザウラー,ブラキオトータス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6870,"2,321",セイスモサウルス,ゴドス,シールドライガー,ジェノザウラー,セイスモサウルス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6871,"2,323",アルティメットセイスモ,ゴドス,シールドライガー,ジェノザウラー,セイスモサウルス,アルティメットセイスモ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6872,"3,136",セイバータイガー,ゴドス,シールドライガー,セイバータイガー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6873,"3,137",グレートサーベル,ゴドス,シールドライガー,セイバータイガー,グレートサーベル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6874,"3,235",レイヴン仕様セイバータイガー,ゴドス,シールドライガー,セイバータイガー,レイヴン仕様セイバータイガー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6875,"5,125",シュバルツ仕様セイバータイガー,ゴドス,シールドライガー,セイバータイガー,シュバルツ仕様セイバータイガー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
