派生表通番,NO,目的派生検索,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
5880,1090,クロスボーン・ガンダムX1改,モビルワーカー01式初期型,ヴァッフ,初期生産型ザク,ザクI,一般作業用ザク,ザニー,ジム,ジムII,ネモ,ジムIII,ヌーベル・ジムIII,ジェダ,ジェガン,先行配備仕様ジェガン,ジェガンD型,ジェガンJ型,ヘビーガン,ガンダムF90,テスト機仕様F91,F91ヴァイタル1号機,ガンダムF91,クロスボーン・ガンダムX1,クロスボーン・ガンダムX1改,,,,,,,,,,,,,,,,,,,,,,,,,,,
5881,851,クロスボーン・ガンダムX1改・改,モビルワーカー01式初期型,ヴァッフ,初期生産型ザク,ザクI,一般作業用ザク,ザニー,ジム,ジムII,ネモ,ジムIII,ヌーベル・ジムIII,ジェダ,ジェガン,先行配備仕様ジェガン,ジェガンD型,ジェガンJ型,ヘビーガン,ガンダムF90,テスト機仕様F91,F91ヴァイタル1号機,ガンダムF91,クロスボーン・ガンダムX1,クロスボーン・ガンダムX1改,クロスボーン・ガンダムX1改・改,,,,,,,,,,,,,,,,,,,,,,,,,,
5882,6781,クロスボーン・ガンダムX1パッチワーク,モビルワーカー01式初期型,ヴァッフ,初期生産型ザク,ザクI,一般作業用ザク,ザニー,ジム,ジムII,ネモ,ジムIII,ヌーベル・ジムIII,ジェダ,ジェガン,先行配備仕様ジェガン,ジェガンD型,ジェガンJ型,ヘビーガン,ガンダムF90,テスト機仕様F91,F91ヴァイタル1号機,ガンダムF91,クロスボーン・ガンダムX1,クロスボーン・ガンダムX1改,クロスボーン・ガンダムX1改・改,クロスボーン・ガンダムX1パッチワーク,,,,,,,,,,,,,,,,,,,,,,,,,
5883,2648,クロスボーン・ガンダムX1フルクロス,モビルワーカー01式初期型,ヴァッフ,初期生産型ザク,ザクI,一般作業用ザク,ザニー,ジム,ジムII,ネモ,ジムIII,ヌーベル・ジムIII,ジェダ,ジェガン,先行配備仕様ジェガン,ジェガンD型,ジェガンJ型,ヘビーガン,ガンダムF90,テスト機仕様F91,F91ヴァイタル1号機,ガンダムF91,クロスボーン・ガンダムX1,クロスボーン・ガンダムX1改,クロスボーン・ガンダムX1改・改,クロスボーン・ガンダムX1フルクロス,,,,,,,,,,,,,,,,,,,,,,,,,
5884,2649,クロスボーン・ガンダムX1フルアーマー,モビルワーカー01式初期型,ヴァッフ,初期生産型ザク,ザクI,一般作業用ザク,ザニー,ジム,ジムII,ネモ,ジムIII,ヌーベル・ジムIII,ジェダ,ジェガン,先行配備仕様ジェガン,ジェガンD型,ジェガンJ型,ヘビーガン,ガンダムF90,テスト機仕様F91,F91ヴァイタル1号機,ガンダムF91,クロスボーン・ガンダムX1,クロスボーン・ガンダムX1改,クロスボーン・ガンダムX1改・改,クロスボーン・ガンダムX1フルアーマー,,,,,,,,,,,,,,,,,,,,,,,,,
5885,371,クロスボーン・ガンダムX3,モビルワーカー01式初期型,ヴァッフ,初期生産型ザク,ザクI,一般作業用ザク,ザニー,ジム,ジムII,ネモ,ジムIII,ヌーベル・ジムIII,ジェダ,ジェガン,先行配備仕様ジェガン,ジェガンD型,ジェガンJ型,ヘビーガン,ガンダムF90,テスト機仕様F91,F91ヴァイタル1号機,ガンダムF91,クロスボーン・ガンダムX1,クロスボーン・ガンダムX3,,,,,,,,,,,,,,,,,,,,,,,,,,,
5886,4200,クロスボーン・ガンダムX0,モビルワーカー01式初期型,ヴァッフ,初期生産型ザク,ザクI,一般作業用ザク,ザニー,ジム,ジムII,ネモ,ジムIII,ヌーベル・ジムIII,ジェダ,ジェガン,先行配備仕様ジェガン,ジェガンD型,ジェガンJ型,ヘビーガン,ガンダムF90,テスト機仕様F91,F91ヴァイタル1号機,ガンダムF91,クロスボーン・ガンダムX1,クロスボーン・ガンダムX3,クロスボーン・ガンダムX0,,,,,,,,,,,,,,,,,,,,,,,,,,
5887,6681,クロスボーン・ガンダムX0フルクロス,モビルワーカー01式初期型,ヴァッフ,初期生産型ザク,ザクI,一般作業用ザク,ザニー,ジム,ジムII,ネモ,ジムIII,ヌーベル・ジムIII,ジェダ,ジェガン,先行配備仕様ジェガン,ジェガンD型,ジェガンJ型,ヘビーガン,ガンダムF90,テスト機仕様F91,F91ヴァイタル1号機,ガンダムF91,クロスボーン・ガンダムX1,クロスボーン・ガンダムX3,クロスボーン・ガンダムX0,クロスボーン・ガンダムX0フルクロス,,,,,,,,,,,,,,,,,,,,,,,,,
5888,7099,クロスボーン・ガンダムX-11,モビルワーカー01式初期型,ヴァッフ,初期生産型ザク,ザクI,一般作業用ザク,ザニー,ジム,ジムII,ネモ,ジムIII,ヌーベル・ジムIII,ジェダ,ジェガン,先行配備仕様ジェガン,ジェガンD型,ジェガンJ型,ヘビーガン,ガンダムF90,テスト機仕様F91,F91ヴァイタル1号機,ガンダムF91,クロスボーン・ガンダムX1,クロスボーン・ガンダムX3,クロスボーン・ガンダムX0,クロスボーン・ガンダムX0フルクロス,クロスボーン・ガンダムX-11,,,,,,,,,,,,,,,,,,,,,,,,
5889,6963,MB仕様X-0フルクロス,モビルワーカー01式初期型,ヴァッフ,初期生産型ザク,ザクI,一般作業用ザク,ザニー,ジム,ジムII,ネモ,ジムIII,ヌーベル・ジムIII,ジェダ,ジェガン,先行配備仕様ジェガン,ジェガンD型,ジェガンJ型,ヘビーガン,ガンダムF90,テスト機仕様F91,F91ヴァイタル1号機,ガンダムF91,クロスボーン・ガンダムX1,クロスボーン・ガンダムX3,クロスボーン・ガンダムX0,クロスボーン・ガンダムX0フルクロス,MB仕様X-0フルクロス,,,,,,,,,,,,,,,,,,,,,,,,
5890,6729,ファントムガンダム,モビルワーカー01式初期型,ヴァッフ,初期生産型ザク,ザクI,一般作業用ザク,ザニー,ジム,ジムII,ネモ,ジムIII,ヌーベル・ジムIII,ジェダ,ジェガン,先行配備仕様ジェガン,ジェガンD型,ジェガンJ型,ヘビーガン,ガンダムF90,テスト機仕様F91,F91ヴァイタル1号機,ガンダムF91,クロスボーン・ガンダムX1,クロスボーン・ガンダムX3,クロスボーン・ガンダムX0,ファントムガンダム,,,,,,,,,,,,,,,,,,,,,,,,,
5891,6868,ゴーストガンダム,モビルワーカー01式初期型,ヴァッフ,初期生産型ザク,ザクI,一般作業用ザク,ザニー,ジム,ジムII,ネモ,ジムIII,ヌーベル・ジムIII,ジェダ,ジェガン,先行配備仕様ジェガン,ジェガンD型,ジェガンJ型,ヘビーガン,ガンダムF90,テスト機仕様F91,F91ヴァイタル1号機,ガンダムF91,クロスボーン・ガンダムX1,クロスボーン・ガンダムX3,クロスボーン・ガンダムX0,ファントムガンダム,ゴーストガンダム,,,,,,,,,,,,,,,,,,,,,,,,
5892,6924,ファントムV2,モビルワーカー01式初期型,ヴァッフ,初期生産型ザク,ザクI,一般作業用ザク,ザニー,ジム,ジムII,ネモ,ジムIII,ヌーベル・ジムIII,ジェダ,ジェガン,先行配備仕様ジェガン,ジェガンD型,ジェガンJ型,ヘビーガン,ガンダムF90,テスト機仕様F91,F91ヴァイタル1号機,ガンダムF91,クロスボーン・ガンダムX1,クロスボーン・ガンダムX3,クロスボーン・ガンダムX0,ファントムガンダム,ファントムV2,,,,,,,,,,,,,,,,,,,,,,,,
5893,1817,フリント,モビルワーカー01式初期型,ヴァッフ,初期生産型ザク,ザクI,一般作業用ザク,ザニー,ジム,ジムII,ネモ,ジムIII,ヌーベル・ジムIII,ジェダ,ジェガン,先行配備仕様ジェガン,ジェガンD型,ジェガンJ型,ヘビーガン,ガンダムF90,テスト機仕様F91,F91ヴァイタル1号機,ガンダムF91,クロスボーン・ガンダムX1,フリント,,,,,,,,,,,,,,,,,,,,,,,,,,,
5894,5924,クロスボーン・ガンダムリヴェルタ,モビルワーカー01式初期型,ヴァッフ,初期生産型ザク,ザクI,一般作業用ザク,ザニー,ジム,ジムII,ネモ,ジムIII,ヌーベル・ジムIII,ジェダ,ジェガン,先行配備仕様ジェガン,ジェガンD型,ジェガンJ型,ヘビーガン,ガンダムF90,テスト機仕様F91,F91ヴァイタル1号機,ガンダムF91,クロスボーン・ガンダムX1,クロスボーン・ガンダムリヴェルタ,,,,,,,,,,,,,,,,,,,,,,,,,,,
5895,3279,ノッセル,モビルワーカー01式初期型,ヴァッフ,初期生産型ザク,ザクI,一般作業用ザク,ザニー,ジム,ジムII,ネモ,ジムIII,ヌーベル・ジムIII,ジェダ,ジェガン,先行配備仕様ジェガン,ジェガンD型,ジェガンJ型,ヘビーガン,ガンダムF90,テスト機仕様F91,F91ヴァイタル1号機,ガンダムF91,クロスボーン・ガンダムX1,ノッセル,,,,,,,,,,,,,,,,,,,,,,,,,,,
5896,1029,マザー・バンガード,モビルワーカー01式初期型,ヴァッフ,初期生産型ザク,ザクI,一般作業用ザク,ザニー,ジム,ジムII,ネモ,ジムIII,ヌーベル・ジムIII,ジェダ,ジェガン,先行配備仕様ジェガン,ジェガンD型,ジェガンJ型,ヘビーガン,ガンダムF90,テスト機仕様F91,F91ヴァイタル1号機,ガンダムF91,クロスボーン・ガンダムX1,マザー・バンガード,,,,,,,,,,,,,,,,,,,,,,,,,,,
5897,415,ハリソン大尉専用ガンダムF91,モビルワーカー01式初期型,ヴァッフ,初期生産型ザク,ザクI,一般作業用ザク,ザニー,ジム,ジムII,ネモ,ジムIII,ヌーベル・ジムIII,ジェダ,ジェガン,先行配備仕様ジェガン,ジェガンD型,ジェガンJ型,ヘビーガン,ガンダムF90,テスト機仕様F91,F91ヴァイタル1号機,ガンダムF91,クロスボーン・ガンダムX1,ハリソン大尉専用ガンダムF91,,,,,,,,,,,,,,,,,,,,,,,,,,,
5898,8573,クロスボーン・ガンダムX1ハーフクロス,モビルワーカー01式初期型,ヴァッフ,初期生産型ザク,ザクI,一般作業用ザク,ザニー,ジム,ジムII,ネモ,ジムIII,ヌーベル・ジムIII,ジェダ,ジェガン,先行配備仕様ジェガン,ジェガンD型,ジェガンJ型,ヘビーガン,ガンダムF90,テスト機仕様F91,F91ヴァイタル1号機,ガンダムF91,クロスボーン・ガンダムX1,クロスボーン・ガンダムX1ハーフクロス,,,,,,,,,,,,,,,,,,,,,,,,,,,
5899,4991,F91イマジン,モビルワーカー01式初期型,ヴァッフ,初期生産型ザク,ザクI,一般作業用ザク,ザニー,ジム,ジムII,ネモ,ジムIII,ヌーベル・ジムIII,ジェダ,ジェガン,先行配備仕様ジェガン,ジェガンD型,ジェガンJ型,ヘビーガン,ガンダムF90,テスト機仕様F91,F91ヴァイタル1号機,ガンダムF91,F91イマジン,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5900,1509,駆逐艦そよかぜ,モビルワーカー01式初期型,ヴァッフ,初期生産型ザク,ザクI,一般作業用ザク,ザニー,ジム,ジムII,ネモ,ジムIII,ヌーベル・ジムIII,ジェダ,ジェガン,先行配備仕様ジェガン,ジェガンD型,ジェガンJ型,ヘビーガン,ガンダムF90,テスト機仕様F91,F91ヴァイタル1号機,ガンダムF91,駆逐艦そよかぜ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5901,5536,ツインヴェスバー仕様ガンダムF91,モビルワーカー01式初期型,ヴァッフ,初期生産型ザク,ザクI,一般作業用ザク,ザニー,ジム,ジムII,ネモ,ジムIII,ヌーベル・ジムIII,ジェダ,ジェガン,先行配備仕様ジェガン,ジェガンD型,ジェガンJ型,ヘビーガン,ガンダムF90,テスト機仕様F91,F91ヴァイタル1号機,ガンダムF91,ツインヴェスバー仕様ガンダムF91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5902,322,シルエットガンダム,モビルワーカー01式初期型,ヴァッフ,初期生産型ザク,ザクI,一般作業用ザク,ザニー,ジム,ジムII,ネモ,ジムIII,ヌーベル・ジムIII,ジェダ,ジェガン,先行配備仕様ジェガン,ジェガンD型,ジェガンJ型,ヘビーガン,ガンダムF90,シルエットガンダム,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5903,393,シルエットガンダム改,モビルワーカー01式初期型,ヴァッフ,初期生産型ザク,ザクI,一般作業用ザク,ザニー,ジム,ジムII,ネモ,ジムIII,ヌーベル・ジムIII,ジェダ,ジェガン,先行配備仕様ジェガン,ジェガンD型,ジェガンJ型,ヘビーガン,ガンダムF90,シルエットガンダム,シルエットガンダム改,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5904,2005,新型推力テスト仕様ネオガンダム,モビルワーカー01式初期型,ヴァッフ,初期生産型ザク,ザクI,一般作業用ザク,ザニー,ジム,ジムII,ネモ,ジムIII,ヌーベル・ジムIII,ジェダ,ジェガン,先行配備仕様ジェガン,ジェガンD型,ジェガンJ型,ヘビーガン,ガンダムF90,シルエットガンダム,シルエットガンダム改,新型推力テスト仕様ネオガンダム,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5905,2926,ネオガンダム(1号機),モビルワーカー01式初期型,ヴァッフ,初期生産型ザク,ザクI,一般作業用ザク,ザニー,ジム,ジムII,ネモ,ジムIII,ヌーベル・ジムIII,ジェダ,ジェガン,先行配備仕様ジェガン,ジェガンD型,ジェガンJ型,ヘビーガン,ガンダムF90,シルエットガンダム,シルエットガンダム改,ネオガンダム(1号機),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5906,392,ネオガンダム,モビルワーカー01式初期型,ヴァッフ,初期生産型ザク,ザクI,一般作業用ザク,ザニー,ジム,ジムII,ネモ,ジムIII,ヌーベル・ジムIII,ジェダ,ジェガン,先行配備仕様ジェガン,ジェガンD型,ジェガンJ型,ヘビーガン,ガンダムF90,シルエットガンダム,シルエットガンダム改,ネオガンダム(1号機),ネオガンダム,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5907,3720,ブレイウッド,モビルワーカー01式初期型,ヴァッフ,初期生産型ザク,ザクI,一般作業用ザク,ザニー,ジム,ジムII,ネモ,ジムIII,ヌーベル・ジムIII,ジェダ,ジェガン,先行配備仕様ジェガン,ジェガンD型,ジェガンJ型,ヘビーガン,ガンダムF90,シルエットガンダム,ブレイウッド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5908,740,ガンダムF90II,モビルワーカー01式初期型,ヴァッフ,初期生産型ザク,ザクI,一般作業用ザク,ザニー,ジム,ジムII,ネモ,ジムIII,ヌーベル・ジムIII,ジェダ,ジェガン,先行配備仕様ジェガン,ジェガンD型,ジェガンJ型,ヘビーガン,ガンダムF90,ガンダムF90II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5909,741,Iタイプ仕様ガンダムF90II,モビルワーカー01式初期型,ヴァッフ,初期生産型ザク,ザクI,一般作業用ザク,ザニー,ジム,ジムII,ネモ,ジムIII,ヌーベル・ジムIII,ジェダ,ジェガン,先行配備仕様ジェガン,ジェガンD型,ジェガンJ型,ヘビーガン,ガンダムF90,ガンダムF90II,Iタイプ仕様ガンダムF90II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5910,742,Lタイプ仕様ガンダムF90II,モビルワーカー01式初期型,ヴァッフ,初期生産型ザク,ザクI,一般作業用ザク,ザニー,ジム,ジムII,ネモ,ジムIII,ヌーベル・ジムIII,ジェダ,ジェガン,先行配備仕様ジェガン,ジェガンD型,ジェガンJ型,ヘビーガン,ガンダムF90,ガンダムF90II,Lタイプ仕様ガンダムF90II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5911,815,クロスボーン仕様ガンダムF90II,モビルワーカー01式初期型,ヴァッフ,初期生産型ザク,ザクI,一般作業用ザク,ザニー,ジム,ジムII,ネモ,ジムIII,ヌーベル・ジムIII,ジェダ,ジェガン,先行配備仕様ジェガン,ジェガンD型,ジェガンJ型,ヘビーガン,ガンダムF90,ガンダムF90II,クロスボーン仕様ガンダムF90II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5912,6926,アンカー,モビルワーカー01式初期型,ヴァッフ,初期生産型ザク,ザクI,一般作業用ザク,ザニー,ジム,ジムII,ネモ,ジムIII,ヌーベル・ジムIII,ジェダ,ジェガン,先行配備仕様ジェガン,ジェガンD型,ジェガンJ型,ヘビーガン,ガンダムF90,アンカー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5913,368,クラスターガンダム,モビルワーカー01式初期型,ヴァッフ,初期生産型ザク,ザクI,一般作業用ザク,ザニー,ジム,ジムII,ネモ,ジムIII,ヌーベル・ジムIII,ジェダ,ジェガン,先行配備仕様ジェガン,ジェガンD型,ジェガンJ型,ヘビーガン,ガンダムF90,クラスターガンダム,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5914,1988,ガンダムF90II(ヴェスバータイプ),モビルワーカー01式初期型,ヴァッフ,初期生産型ザク,ザクI,一般作業用ザク,ザニー,ジム,ジムII,ネモ,ジムIII,ヌーベル・ジムIII,ジェダ,ジェガン,先行配備仕様ジェガン,ジェガンD型,ジェガンJ型,ヘビーガン,ガンダムF90,ガンダムF90II(ヴェスバータイプ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5915,2907,ガンダムF90(2号機),モビルワーカー01式初期型,ヴァッフ,初期生産型ザク,ザクI,一般作業用ザク,ザニー,ジム,ジムII,ネモ,ジムIII,ヌーベル・ジムIII,ジェダ,ジェガン,先行配備仕様ジェガン,ジェガンD型,ジェガンJ型,ヘビーガン,ガンダムF90,ガンダムF90(2号機),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5916,2687,火星独立ジオン軍仕様ガンダムF90,モビルワーカー01式初期型,ヴァッフ,初期生産型ザク,ザクI,一般作業用ザク,ザニー,ジム,ジムII,ネモ,ジムIII,ヌーベル・ジムIII,ジェダ,ジェガン,先行配備仕様ジェガン,ジェガンD型,ジェガンJ型,ヘビーガン,ガンダムF90,火星独立ジオン軍仕様ガンダムF90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
