No,機体名,★変形flag,ＨＰ,装甲,運動,索敵,ＥＮ,重量,直感,操縦,近,中,遠,名声,NT,SIZE,コスト,クレジット,地上,水中,宇宙,空中,種別
6970,シクラーゼ専用シュヴァルベカスタム,0,410,34,83,80,445,18,330,330,300,300,290,90,－,Ｍ,43,12540,2,-5,3,0,MS系／ガンダム系／鉄血のオルフェンズ
6971,ガンダムアニマリゼ,0,588,54,107,111,744,18,560,530,410,420,410,200,－,Ｍ,65,32380,2,-1,2,-1,MS系／ガンダム系／ガンダムビルドシリーズ
6972,G-エルス(BEFORE),0,448,47,91,61,600,18,280,280,180,180,120,170,－,Ｍ,46,18900,1,-3,-4,3,MS系／ガンダム系／ガンダムビルドシリーズ
6973,シャイニングブレイク(BEFORE),0,480,51,100,72,648,20,240,200,220,180,180,150,強4,Ｍ,54,21940,3,-3,2,-3,MS系／ガンダム系／ガンダムビルドシリーズ
6974,シャイニングベルクート(BEFORE) ,1,480,51,100,72,648,20,240,200,220,180,180,150,強4,Ｍ,54,0,-4,-4,2,3,MA系／ガンダム系／ガンダムビルドシリーズ
6975,シャイニングブレイク,0,480,51,100,72,648,20,240,200,220,180,180,10,強4,Ｍ,54,21940,3,-3,2,-3,MS系／ガンダム系／ガンダムビルドシリーズ
6976,シャイニングベルクート ,1,480,51,100,72,648,20,240,200,220,180,180,10,強4,Ｍ,54,0,-4,-4,2,3,MA系／ガンダム系／ガンダムビルドシリーズ
6977,ジョーハウンド,0,288,46,68,60,360,10,200,200,200,200,0,50,－,Ｓ,24,12630,2,-3,-3,-5,その他／スパロボシリーズ
6978,ブレイディハウンド,0,300,50,70,60,390,10,200,200,200,200,0,50,－,Ｓ,26,12930,3,-3,-2,-5,その他／スパロボシリーズ
6979,ケンブ,0,336,50,100,60,336,10,200,200,200,200,0,90,－,Ｓ,27,33460,3,-3,-2,-5,その他／スパロボシリーズ
6980,ゲラート専用ザクI,0,275,20,40,40,290,18,100,100,10,0,0,10,－,Ｍ,26,6450,2,-3,2,-4,MS系／ザク系／ジオン・ネオジオン軍・ザフト／専用機
6981,ウォドムポッド,0,780,50,75,70,595,24,0,110,120,130,100,150,－,Ｍ,60,64060,2,-5,0,-5,MS系／ガンダムビルドシリーズ
6982,ウォドムポッド(MA) ,1,780,50,75,70,595,24,0,110,120,130,100,150,－,Ｍ,60,0,-2,-5,2,-5,MA系／ガンダムビルドシリーズ
6983,コアガンダムII,0,520,34,109,80,544,14,560,530,410,420,410,120,－,Ｓ,42,13260,2,-1,2,-1,MS系／ガンダム系／ガンダムビルドシリーズ
6984,コアフライヤー ,1,520,34,109,80,544,14,560,530,410,420,410,120,－,Ｓ,42,0,-4,-1,3,1,MA系／ガンダム系／ガンダムビルドシリーズ
6985,リライジングガンダム ,1,1177,44,98,85,930,19,5000,5000,3000,3000,3000,3888,－,Ｍ,144,0,1,-4,2,2,MS系／ガンダム系／ガンダムビルドシリーズ
6986,マガツキ,0,400,49,56,70,400,16,200,200,200,200,200,50,強3,Ｍ,39,12330,3,-5,3,1,その他／スパロボシリーズ
6987,アルス・ジャジャ,0,398,67,97,80,387,20,120,120,150,150,180,90,－,Ｍ,44,52960,2,-5,3,-2,MS系／ジオン・ネオジオン軍・ザフト
6988,アトム,0,270,20,100,60,900,10,500,4000,4000,500,100,3000,強7,ＳＳ,44,33030000,2,-1,4,4,人系
6989,スナイパーパック,0,270,18,55,86,275,30,180,180,170,170,170,10,強7,Ｓ,35,6330,-5,-5,3,3,連邦軍・ティターンズ・地球連合／ガンダムSEED／車輌・戦闘機系
6990,SP仕様ブルーフレームセカンドリバイ,0,482,47,90,90,488,30,220,220,220,250,220,1250,強4,Ｍ,59,14940,3,-4,4,2,MS系／ガンダム系／ガンダムSEED ASTRAY、MSV
6991,スナイパーパックLL,0,280,18,55,86,275,30,180,180,170,170,170,30,強7,Ｓ,35,6930,-5,-5,3,3,連邦軍・ティターンズ・地球連合／ガンダムSEED／車輌・戦闘機系
6992,SL仕様ブルーフレームセカンドリバイ,0,482,47,90,90,488,30,220,220,220,250,220,300,強4,Ｍ,59,14940,3,-4,4,2,MS系／ガンダム系／ガンダムSEED ASTRAY、MSV
6993,スナイパーストライク,0,408,38,77,90,425,30,200,220,100,120,80,120,強5,Ｍ,47,12030,2,-4,4,3,MS系／ガンダム系／連邦軍・ティターンズ・地球連合／ガンダムSEED
6994,シャルティア,0,120,20,110,80,500,10,350,400,450,350,400,8800,NT10,ＳＳ,66,4280000,5,-2,-5,4,人系
6995,リガズィード,0,464,58,116,76,496,18,195,195,200,200,200,180,－,Ｍ,40,55060,2,-3,2,-3,MS系／ガンダム系／連邦軍・ティターンズ・地球連合
6996,リガズィード(WS) ,1,464,58,116,76,496,18,195,195,200,200,200,180,－,Ｍ,40,0,-5,-5,4,3,MA系／ガンダム系／連邦軍・ティターンズ・地球連合
6997,ヒュウガ,0,890,60,35,140,700,80,200,280,0,0,200,150,－,Ｌ,68,43000,-2,-2,1,-1,艦船系／スパロボシリーズ／量産機
6998,ヴィクトリアス,0,590,80,31,73,1100,225,380,0,770,0,900,300,－,ＬＬ,80,146090,0,3,-9,-3,艦船系／人系／艦これ
6999,フェニックス・ゼロワン,0,365,32,57,80,424,20,380,350,370,370,350,100,NT3,Ｍ,39,7230,2,-3,2,2,MS系／ガンダム系／連邦軍・ティターンズ・地球連合／オリジナル系
7000,ファイナル・ガオガイガー,0,900,71,78,60,1150,30,1450,1450,1400,1300,1200,2000,強7,Ｌ,85,716000,2,0,3,3,その他／勇者・エルドランシリーズ
7001,ヴァリアント,0,372,37,67,52,280,12,60,70,70,70,0,50,－,Ｓ,32,18030,3,-4,-6,-4,その他／スパロボシリーズ
7002,ジムIIIパワードFA,0,473,50,69,65,476,18,170,175,150,180,160,50,－,Ｍ,45,20328,1,-3,3,-4,MS系／ジム系／連邦軍・ティターンズ・地球連合
7003,ドゥルガーI,0,400,39,61,70,400,16,200,200,200,200,200,50,強3,Ｍ,39,12330,3,-5,3,1,その他／スパロボシリーズ／量産機
7004,ブラッド専用ブレイディハウンド,0,330,54,74,60,390,10,200,200,200,200,0,50,－,Ｓ,27,13620,3,-3,-2,-5,その他／スパロボシリーズ／専用機
7005,ソボーテジアマン,0,230,46,68,60,360,10,200,200,200,200,0,20,強5,Ｓ,21,12330,2,-3,-3,-5,その他／スパロボシリーズ
7006,エンゲージゼロ,0,430,43,85,63,445,18,170,195,195,195,0,80,－,Ｍ,33,25300,2,-4,3,-2,MS系／ガンダム系／連邦軍・ティターンズ・地球連合
7007,エンゲージガンダム,0,434,38,86,64,453,18,130,165,165,165,0,40,－,Ｍ,43,29820,3,-4,3,-3,MS系／ガンダム系／連邦軍・ティターンズ・地球連合
7008,重装甲仕様エンゲージガンダム,0,490,39,62,60,420,18,130,165,165,165,0,60,－,Ｍ,42,18630,3,-4,3,-3,MS系／ガンダム系／連邦軍・ティターンズ・地球連合
7009,キャノン仕様エンゲージガンダム,0,434,38,86,64,453,18,130,165,165,165,0,60,－,Ｍ,43,29820,3,-4,3,-3,MS系／ガンダム系／連邦軍・ティターンズ・地球連合
7010,ロズウェル・ジェガン,0,450,47,98,85,443,19,185,200,175,195,195,50,NT5,Ｍ,36,20080,1,-5,2,-5,MS系／ジム系／連邦軍・ティターンズ・地球連合
7011,強襲用九十九式,0,348,40,91,80,460,18,150,170,140,140,140,50,－,Ｍ,42,31060,1,-3,3,-5,MS系／ガンダム系／エウーゴ・カラバ
7012,文,0,95,10,104,80,840,10,420,230,650,660,620,300,－,ＳＳ,42,380000,3,-4,-6,5,人系
7013,レッドドラゴニクス,0,518,46,100,70,657,18,290,290,400,250,220,300,－,Ｍ,55,21880,2,-4,3,0,MS系／ガンダム系／ガンダムSEED ASTRAY、MSV
7014,ネオドライグストライク,0,432,38,82,70,425,18,200,220,200,120,80,80,強5,Ｍ,42,12570,2,-4,4,3,MS系／ガンダム系／連邦軍・ティターンズ・地球連合／ガンダムSEED
7015,フォーンファルシア,0,502,40,116,75,465,16,330,190,125,150,120,120,NT6,Ｍ,49,19650,-5,-5,3,-5,MS系／ガンダムAGE
7016,バルチャー,0,400,43,55,60,360,16,200,200,200,200,200,50,強3,Ｍ,38,12630,1,-5,3,-4,その他／スパロボシリーズ
7017,バルチャー(MA) ,1,400,43,55,60,360,16,200,200,200,200,200,50,強3,Ｍ,38,0,0,-5,3,1,MA系／スパロボシリーズ
7018,カトラス,0,415,34,78,69,430,16,220,220,220,220,220,50,－,Ｍ,41,13650,2,-4,-5,1,その他／スパロボシリーズ／量産機
7019,ジィダオ,0,435,36,78,69,430,16,220,220,220,220,220,50,－,Ｍ,42,14250,2,-4,-5,1,その他／スパロボシリーズ／量産機
7020,レイダオ,0,435,36,78,69,430,16,220,220,220,220,220,50,－,Ｍ,42,14250,2,-4,-5,1,その他／スパロボシリーズ／量産機
7021,ザナドゥ,0,468,44,98,80,470,18,200,250,200,200,200,140,－,Ｍ,47,14010,2,-5,2,0,MS系／ガンダム系
7022,エクスプロージョン,0,470,41,100,80,470,18,200,250,300,200,0,140,－,Ｍ,47,14010,2,-5,2,0,MS系／ガンダム系
7023,マドックス(ホバー形態) ,1,120,12,45,65,150,5,300,0,40,10,40,50,－,ＳＳ,10,0,4,-4,-5,-3,人系／車輌・戦闘機系
7024,デヴァイズエクシア,0,402,37,74,71,466,18,180,180,180,180,0,120,－,Ｍ,42,18420,2,-3,2,2,MS系／ガンダム系／ガンダム00
7025,スカルマ,0,310,19,110,60,306,15,170,170,160,160,100,80,NT2,Ｓ,51,19650,3,-2,0,6,その他／スパロボシリーズ／量産機
7026,νガンダムff,0,474,47,101,92,519,22,260,230,210,220,210,200,NT4,Ｍ,40,32440,2,-5,3,-4,MS系／ガンダム系／連邦軍・ティターンズ・地球連合
7027,文嘉(天機),0,200,28,86,86,500,15,1500,1600,1900,1000,2900,450,－,ＳＳ,38,64000,1,-4,3,3,人系
7028,イリア専用ザクIV,0,562,67,120,75,558,22,380,270,260,370,390,100,NT3,Ｍ,56,66220,2,-3,2,-4,MS系／ザク系／ジオン・ネオジオン軍・ザフト／専用機
7029,ジム・コマンドLA,0,345,28,56,55,350,18,0,0,60,60,0,10,－,Ｍ,33,7950,2,-3,2,-4,MS系／ジム系／連邦軍・ティターンズ・地球連合／ポケットの中の戦争／量産機
7030,スーパーウィンザート,0,576,75,95,55,900,10,320,320,380,380,380,180,－,Ｓ,66,52060,2,-4,-3,3,その他／スパロボシリーズ
7031,スーパーアクアビート,0,516,62,85,55,1050,10,320,320,380,380,380,180,－,Ｓ,67,52060,2,2,-3,-5,その他／スパロボシリーズ
7032,ビャクチ,0,336,50,100,60,336,10,200,200,200,200,0,10,－,Ｓ,27,33460,3,-3,-2,-5,その他／スパロボシリーズ
7033,セツロ,0,290,46,70,60,360,10,200,200,200,200,0,30,－,Ｓ,24,13230,2,-3,-3,-5,その他／スパロボシリーズ
7034,改修仕様ラインバレル,0,588,32,90,99,357,21,200,200,350,300,300,200,強4,Ｍ,57,94160,3,-4,0,-2,その他／スパロボシリーズ
7035,EX-ラインバレル,0,616,41,90,99,380,21,200,200,350,300,300,400,強4,Ｍ,59,111440,3,-4,0,-5,その他／スパロボシリーズ
7036,ツインボークン,0,540,64,76,90,600,12,250,250,250,280,160,100,－,Ｓ,55,79000,3,-3,-5,-5,その他／スパロボシリーズ
7037,ソーゾーシン,0,576,54,50,50,525,12,200,200,200,200,0,100,－,Ｓ,48,40060,3,-3,-3,-4,その他／スパロボシリーズ
7038,アインザー,0,540,41,75,50,420,12,200,200,200,200,0,100,－,Ｓ,44,43060,3,-3,-3,-4,その他／スパロボシリーズ
7039,キッドナックル,0,552,37,90,50,420,12,200,200,200,200,0,100,－,Ｓ,45,43060,3,-3,-3,-4,その他／スパロボシリーズ
7040,モーショーグン,0,528,41,85,50,455,12,200,200,200,200,0,100,－,Ｓ,46,40060,3,-3,-3,-4,その他／スパロボシリーズ
7041,グレンダンラガン,0,700,55,72,60,820,30,550,550,550,500,550,300,－,Ｍ,66,96140,5,-2,2,2,その他／スパロボシリーズ
7042,ジングラディエイター,0,315,25,45,55,318,15,80,120,180,50,20,105,強3,Ｍ,30,18480,4,-3,-2,-4,MS系／ガンダムSEED ASTRAY、MSV
7043,ドラゴンジェット,0,624,50,70,60,630,27,280,280,250,250,250,230,強5,Ｍ,55,18030,-5,-5,3,3,その他／勇者・エルドランシリーズ
7044,高機動型ザク初期型,0,280,21,56,42,312,18,0,40,40,40,0,30,－,Ｍ,28,6750,-4,-4,4,-4,MS系／ザク系／ジオン・ネオジオン軍・ザフト／MSV(モビルスーツバリエーション)／量産機
7045,マックス専用YF-29 デュランダル,0,450,46,135,115,470,22,220,2500,220,220,220,300,－,Ｍ,61,92000,-2,-2,6,6,マクロスシリーズ／車輌・戦闘機系
7046,マックス専用YF-29 デュランダル(G) ,1,450,42,123,115,470,22,220,2500,220,220,220,300,－,Ｓ,61,0,1,-2,1,-5,その他／マクロスシリーズ
7047,マックス専用YF-29 デュランダル(B) ,1,450,51,114,95,470,22,220,2500,220,220,220,300,－,Ｍ,61,0,5,-5,3,-2,その他／マクロスシリーズ
7048,ガネーシャ仕様シタラ(天機),0,273,36,68,86,550,15,1500,1600,3900,1000,2900,200,－,ＳＳ,41,92000,1,-4,3,3,人系
7049,ティラントー,0,410,43,70,70,650,11,320,320,170,170,170,150,NT7,Ｓ,49,18960,3,-3,0,1,その他／スパロボシリーズ
7050,アルケローリクス,0,432,48,90,75,750,11,380,380,300,300,300,100,NT7,Ｓ,55,28900,3,-3,0,1,その他／スパロボシリーズ
7051,ヴィシャス,0,450,41,100,80,470,18,200,250,300,200,0,120,－,Ｍ,46,12660,2,-5,2,0,MS系／ガンダム系
7052,エクスインパルス,0,510,46,98,80,550,17,200,290,140,150,0,180,強5,Ｍ,52,43180,2,-3,2,2,MS系／ガンダム系／ジオン・ネオジオン軍・ザフト／ガンダムビルドシリーズ
7053,ドライストレーガー,0,1220,37,42,200,585,200,100,270,150,160,200,1650,－,ＸＬ,91,703160,3,3,3,3,艦船系／バンプレストオリジナル
7054,ディジェ・アサルトパッケージ,0,450,52,96,60,447,18,160,180,0,0,0,15,－,Ｍ,45,30160,2,-5,-5,0,MS系／エウーゴ・カラバ／量産機
7055,高機動仕様ケンプファー,0,330,26,98,58,398,18,0,0,165,165,0,30,－,Ｍ,28,18360,2,-3,2,-3,MS系／ジオン・ネオジオン軍・ザフト
7056,ボール・ボーイ,0,130,18,35,40,120,10,0,0,50,0,0,10,－,Ｓ,15,6510,-2,-5,3,-5,MS系／量産機
7057,ザック・ポッド,0,160,16,35,40,100,10,0,0,10,0,0,10,－,Ｍ,15,2580,2,-3,2,-4,MS系／ザク系／ジオン・ネオジオン軍・ザフト／量産機
7058,適者進化態仕様ゲッター1,0,550,65,85,70,680,40,1700,1700,1700,1700,1700,400,－,Ｌ,57,137810,0,-5,2,4,その他／スパロボシリーズ
7059,適者進化態仕様ゲッター2 ,1,550,58,92,70,680,40,1700,1700,1700,1700,1700,400,－,Ｌ,57,0,5,-5,-5,-5,その他／スパロボシリーズ
7060,適者進化態仕様ゲッター3 ,1,550,72,77,70,680,40,1700,1700,1700,1700,1700,400,－,Ｌ,57,0,0,5,-5,-5,その他／スパロボシリーズ
7061,高火力仕様スコープドッグ,0,356,38,90,85,356,10,1350,1350,1350,1350,300,390,－,ＳＳ,28,16560,3,-5,3,-5,その他／ボトムズシリーズ
7062,巨大サンユン,0,784,48,67,80,868,100,680,580,250,1250,1250,700,NT9,ＬＬ,70,132050,2,0,0,1,その他／スパロボシリーズ
7063,ULTRAMAN,0,350,60,130,80,378,10,450,470,330,330,250,200,NT7,ＳＳ,43,43840,2,-2,0,0,その他／スパロボシリーズ
7064,SEVEN SUIT,0,345,60,130,80,290,10,450,470,330,330,250,10,NT7,ＳＳ,40,43840,2,-2,0,-1,その他／スパロボシリーズ
7065,ACE SUIT,0,340,58,132,80,290,10,450,470,330,330,250,10,強5,ＳＳ,40,43840,2,-2,0,-1,その他／スパロボシリーズ
7066,ビッグ・マザー,0,2350,72,55,200,1150,100,2000,2000,2000,2000,2000,600,－,ＬＬ,143,5580000,-3,-3,1,3,その他／スパロボシリーズ
7067,至高神Z,0,3300,92,135,200,1680,300,3000,3000,3000,3000,3000,13000,NT9,Ｌ,200,299280000,3,3,3,3,その他／スパロボシリーズ
7068,大和改二,0,980,122,28,59,720,263,720,0,540,0,540,2300,－,ＬＬ,93,1316120,0,3,-9,-3,艦船系／人系／艦これ
7069,大和改二重,0,980,128,25,68,720,263,760,0,560,240,540,2300,－,ＬＬ,103,1460120,0,3,-9,-3,艦船系／人系／艦これ
7070,エヴァ・ユーロII,0,570,55,72,80,680,80,300,300,300,300,300,150,－,Ｌ,114,692000,3,-1,2,2,その他／新世紀エヴァンゲリオン
7071,ツェンドルグ,0,400,45,86,80,500,11,400,400,400,400,400,80,NT7,Ｓ,45,28060,3,-3,0,1,その他／スパロボシリーズ
7072,ガラダK7,0,600,25,50,50,210,18,130,130,115,80,80,80,強6,Ｍ,36,13230,2,-2,-5,-4,その他／スパロボシリーズ
7073,ダブラスM2,0,660,26,55,50,210,18,130,130,115,80,80,60,強6,Ｍ,39,13230,2,-2,-5,-4,その他／スパロボシリーズ
7074,ディーダリオン,0,520,62,125,70,562,20,260,280,220,240,200,370,NT7,Ｍ,55,65860,2,-3,2,-3,その他／スパロボシリーズ
7075,グランチャー,0,300,29,100,68,560,15,270,280,270,270,110,100,強5,Ｓ,43,18030,2,2,2,2,その他／スパロボシリーズ
7076,クインシィ・グランチャー,0,300,29,100,68,560,15,270,280,270,270,110,100,強5,Ｓ,43,18030,2,2,2,2,その他／スパロボシリーズ／専用機
7077,ジョナサン・グランチャー,0,300,29,100,68,560,15,270,280,270,270,110,100,強5,Ｓ,43,18030,2,2,2,2,その他／スパロボシリーズ／専用機
7078,サージェ・オーパス,0,900,90,35,110,620,100,400,400,250,260,280,300,－,ＬＬ,68,548120,-6,-5,2,2,艦船系／スパロボシリーズ
7079,ラマッサー,0,940,98,35,110,620,100,400,400,250,260,280,100,－,ＬＬ,70,644120,-6,-5,2,2,艦船系／スパロボシリーズ
7080,ラブリーエンゼル,0,700,32,48,160,800,32,250,0,120,150,190,80,－,Ｌ,68,110000,-5,-5,4,3,艦船系／スパロボシリーズ
7081,覚醒人1号,0,315,39,26,50,236,7,220,230,190,160,0,60,－,Ｓ,46,15030,1,2,1,0,その他／スパロボシリーズ
7082,覚醒人V2,0,450,56,37,53,338,20,390,290,190,180,120,90,－,Ｍ,54,18030,2,2,2,0,その他／スパロボシリーズ
7083,ジムRR,0,282,25,48,42,312,18,0,0,35,35,0,50,－,Ｍ,18,7350,3,-3,-5,-4,MS系／ジム系／連邦軍・ティターンズ・地球連合
7084,ガンダムRR,0,320,30,65,48,354,18,75,75,75,75,0,50,－,Ｍ,23,10470,3,-3,-5,-4,MS系／ガンダム系／連邦軍・ティターンズ・地球連合
7085,ラインバレル・アマガツ,0,580,36,94,99,310,21,200,200,350,300,300,600,強5,Ｍ,60,147710,3,-4,0,-5,その他／スパロボシリーズ
7086,ラインバレル・オーバーロード,0,560,30,99,99,510,21,200,200,350,300,300,400,強5,Ｍ,60,147710,3,-4,0,-5,その他／スパロボシリーズ
7087,ゲド・バッカ,0,325,38,88,60,425,10,135,135,110,130,0,20,－,Ｓ,31,12030,3,-3,-5,-5,その他／コードギアス
7088,シャドウ丸,0,445,34,72,59,434,10,120,140,130,130,0,100,強5,ＳＳ,41,12870,2,-1,2,-1,その他／スパロボシリーズ
7089,ブレイブポリス・カゲロウ,0,440,33,72,59,434,10,120,140,130,130,0,100,強5,ＳＳ,41,12870,2,-1,2,-1,その他／スパロボシリーズ
7090,コバルター,0,372,54,90,65,525,17,250,250,240,240,240,100,－,Ｍ,44,13230,2,2,1,1,その他／スパロボシリーズ
7091,アオイダー,0,348,50,100,65,525,17,250,250,240,240,240,100,－,Ｍ,44,13230,3,-4,2,1,その他／スパロボシリーズ
7092,エースレッダー,0,360,50,95,65,525,17,250,250,240,240,240,100,－,Ｍ,45,13230,2,-4,2,2,その他／スパロボシリーズ
7093,コメット号,0,760,37,40,130,600,50,260,280,130,150,110,50,－,ＬＬ,61,70000,-5,-5,3,0,艦船系／スパロボシリーズ
7094,ヴァリマール,0,350,26,56,52,300,12,210,250,250,220,0,70,NT3,Ｓ,31,13230,2,-3,-5,2,その他／スパロボシリーズ
7095,ガンダムNT-1プロト,0,400,37,78,58,425,18,140,0,120,155,0,100,NT2,Ｍ,30,17070,2,-3,2,-3,MS系／ガンダム系／連邦軍・ティターンズ・地球連合
7096,サイコミュ仕様ザクIII,0,464,59,118,80,478,21,230,210,200,200,200,50,NT3,Ｍ,47,64180,2,-3,2,-4,MS系／ザク系／ジオン・ネオジオン軍・ザフト
